03/12 09:28:00 FINE sim.Admin|Log for simulation 35 started
************************************************************
* Log for simulation 35 started
************************************************************


03/12 09:28:00 INFO sim.TACAdxSimulation|TACAA Simulation 35 is setting up...
03/12 09:28:00 INFO sim.TACAdxSimulation|Created Adx Agent
03/12 09:28:00 INFO sim.TACAdxSimulation|Created Demand Agent
03/12 09:28:00 FINE generators.PopulationUserGenerator|Generated 10000 tau.tac.adx.users.AdxUsers
03/12 09:28:00 FINE sim.ExternalAgent|trial1 setup with address adv1
03/12 09:28:00 FINE sim.ExternalAgent|ibm setup with address adv2
03/12 09:28:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork simulationSetup
03/12 09:28:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-2 simulationSetup
03/12 09:28:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-3 simulationSetup
03/12 09:28:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-4 simulationSetup
03/12 09:28:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-5 simulationSetup
03/12 09:28:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-6 simulationSetup
03/12 09:28:00 INFO publisher.AdxPublisherReportManagerImpl|AdxQueryReportManager created.
03/12 09:28:00 INFO adn.AdNetworkReportManagerImpl|AdxQueryReportManager created.
03/12 09:28:00 INFO agents.DemandAgent|setting up...
03/12 09:28:00 FINE agents.DemandAgent|Finished setup
03/12 09:28:01 INFO sim.Simulation|***** START OF TIME 0 *****
03/12 09:28:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=436706075, reachImps=9540, dayStart=1, dayEnd=5, targetSegment=[LOW_INCOME, YOUNG], videoCoef=2.255665573080363, mobileCoef=2.3824960459966205, budgetMillis=9540, advertiser=adv1]
03/12 09:28:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4face066 event: tau.tac.adx.messages.UserClassificationServiceNotification@6e698d35
03/12 09:28:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=340775663, reachImps=3037, dayStart=1, dayEnd=5, targetSegment=[OLD, HIGH_INCOME], videoCoef=2.7810768701133495, mobileCoef=1.793047779876555, budgetMillis=3037, advertiser=adv2]
03/12 09:28:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4face066 event: tau.tac.adx.messages.UserClassificationServiceNotification@4f15dab8
03/12 09:28:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1737669868, reachImps=1657, dayStart=1, dayEnd=5, targetSegment=[FEMALE, HIGH_INCOME], videoCoef=2.3414954281350306, mobileCoef=2.1499511488473146, budgetMillis=1657, advertiser=DummyAdnetwork]
03/12 09:28:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4face066 event: tau.tac.adx.messages.UserClassificationServiceNotification@45b0850e
03/12 09:28:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=788721661, reachImps=10490, dayStart=1, dayEnd=5, targetSegment=[LOW_INCOME, OLD], videoCoef=2.47333193925516, mobileCoef=1.8585130697585743, budgetMillis=10490, advertiser=DummyAdnetwork-2]
03/12 09:28:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4face066 event: tau.tac.adx.messages.UserClassificationServiceNotification@4ea320bf
03/12 09:28:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1017417819, reachImps=7020, dayStart=1, dayEnd=5, targetSegment=[OLD, FEMALE], videoCoef=2.1946636864140636, mobileCoef=1.518722848979984, budgetMillis=7020, advertiser=DummyAdnetwork-3]
03/12 09:28:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4face066 event: tau.tac.adx.messages.UserClassificationServiceNotification@7d7dea34
03/12 09:28:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1169723233, reachImps=3312, dayStart=1, dayEnd=5, targetSegment=[MALE, HIGH_INCOME], videoCoef=2.365380078286695, mobileCoef=1.9688169228368948, budgetMillis=3312, advertiser=DummyAdnetwork-4]
03/12 09:28:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4face066 event: tau.tac.adx.messages.UserClassificationServiceNotification@12c9f9b1
03/12 09:28:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=175605243, reachImps=3037, dayStart=1, dayEnd=5, targetSegment=[OLD, HIGH_INCOME], videoCoef=2.6519865361915054, mobileCoef=2.3371763117106363, budgetMillis=3037, advertiser=DummyAdnetwork-5]
03/12 09:28:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4face066 event: tau.tac.adx.messages.UserClassificationServiceNotification@1849e2cb
03/12 09:28:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=420193572, reachImps=5882, dayStart=1, dayEnd=5, targetSegment=[MALE, YOUNG], videoCoef=2.043874742606208, mobileCoef=1.8461433961495741, budgetMillis=5882, advertiser=DummyAdnetwork-6]
03/12 09:28:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4face066 event: tau.tac.adx.messages.UserClassificationServiceNotification@44d2c3c5
03/12 09:28:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4face066 event: tau.tac.adx.messages.UserClassificationServiceNotification@723ccef9
03/12 09:28:01 INFO agents.DemandAgent|Day 0 :Notifying new campaign opportunity: CampaignImpl [id=624178639, reachImps=7020, dayStart=2, dayEnd=6, targetSegment=[OLD, FEMALE], videoCoef=2.7034795614744205, mobileCoef=1.966631444055636, budgetMillis=0, advertiser=null]
03/12 09:28:01 INFO sim.Simulation|***** START OF TIME 0 COMPLETE *****
03/12 09:28:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.17909563643462073 Cmp ID: 624178639 Cmp Bid: 1134
03/12 09:28:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.16227310216006824 Cmp ID: 624178639 Cmp Bid: 1512
03/12 09:28:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.11449645351775642 Cmp ID: 624178639 Cmp Bid: 5013
03/12 09:28:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.18313918155574285 Cmp ID: 624178639 Cmp Bid: 6492
03/12 09:28:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.16392823744052598 Cmp ID: 624178639 Cmp Bid: 6742
03/12 09:28:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.15997272242165372 Cmp ID: 624178639 Cmp Bid: 567
03/12 09:28:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from adv2 : UCS Bid: 0.2 Cmp ID: 624178639 Cmp Bid: 702
03/12 09:28:10 INFO sim.Simulation|***** START OF TIME 1 *****
03/12 09:28:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork
03/12 09:28:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1737669868 at price 1.657
03/12 09:28:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1737669868 at price 1.657
03/12 09:28:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-2
03/12 09:28:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #788721661 at price 10.49
03/12 09:28:10 INFO demand.CampaignImpl|Applied daily limit for campaign #788721661 at price 10.49
03/12 09:28:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-3
03/12 09:28:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1017417819 at price 7.02
03/12 09:28:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1017417819 at price 7.02
03/12 09:28:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-4
03/12 09:28:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1169723233 at price 3.312
03/12 09:28:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1169723233 at price 3.312
03/12 09:28:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-5
03/12 09:28:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #175605243 at price 3.037
03/12 09:28:10 INFO demand.CampaignImpl|Applied daily limit for campaign #175605243 at price 3.037
03/12 09:28:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-6
03/12 09:28:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #420193572 at price 5.882
03/12 09:28:10 INFO demand.CampaignImpl|Applied daily limit for campaign #420193572 at price 5.882
03/12 09:28:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: adv1
03/12 09:28:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #436706075 at price 9.54
