03/12 10:34:00 FINE sim.Admin|Log for simulation 40 started
************************************************************
* Log for simulation 40 started
************************************************************


03/12 10:34:00 INFO sim.TACAdxSimulation|TACAA Simulation 40 is setting up...
03/12 10:34:00 INFO sim.TACAdxSimulation|Created Adx Agent
03/12 10:34:00 INFO sim.TACAdxSimulation|Created Demand Agent
03/12 10:34:00 FINE generators.PopulationUserGenerator|Generated 10000 tau.tac.adx.users.AdxUsers
03/12 10:34:00 FINE sim.ExternalAgent|ibm setup with address adv1
03/12 10:34:00 FINE sim.ExternalAgent|trial1 setup with address adv2
03/12 10:34:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork simulationSetup
03/12 10:34:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-2 simulationSetup
03/12 10:34:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-3 simulationSetup
03/12 10:34:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-4 simulationSetup
03/12 10:34:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-5 simulationSetup
03/12 10:34:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-6 simulationSetup
03/12 10:34:00 INFO publisher.AdxPublisherReportManagerImpl|AdxQueryReportManager created.
03/12 10:34:00 INFO adn.AdNetworkReportManagerImpl|AdxQueryReportManager created.
03/12 10:34:00 INFO agents.DemandAgent|setting up...
03/12 10:34:00 FINE agents.DemandAgent|Finished setup
03/12 10:34:00 INFO sim.Simulation|***** START OF TIME 0 *****
03/12 10:34:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=905921674, reachImps=3312, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, MALE], videoCoef=2.5388122662036365, mobileCoef=2.1848643342232856, budgetMillis=3312, advertiser=adv1]
03/12 10:34:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4face066 event: tau.tac.adx.messages.UserClassificationServiceNotification@3b38bc45
03/12 10:34:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1057435642, reachImps=3037, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, OLD], videoCoef=2.858823549417196, mobileCoef=1.565654631358711, budgetMillis=3037, advertiser=adv2]
03/12 10:34:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4face066 event: tau.tac.adx.messages.UserClassificationServiceNotification@7a05b67e
03/12 10:34:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=890332832, reachImps=10952, dayStart=1, dayEnd=5, targetSegment=[LOW_INCOME, FEMALE], videoCoef=2.9491522103502374, mobileCoef=1.7802201811671559, budgetMillis=10952, advertiser=DummyAdnetwork]
03/12 10:34:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4face066 event: tau.tac.adx.messages.UserClassificationServiceNotification@4bb52ed3
03/12 10:34:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1296801952, reachImps=1657, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, FEMALE], videoCoef=2.589861253891163, mobileCoef=1.8823044945708984, budgetMillis=1657, advertiser=DummyAdnetwork-2]
03/12 10:34:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4face066 event: tau.tac.adx.messages.UserClassificationServiceNotification@1a2a4931
03/12 10:34:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=615516338, reachImps=9077, dayStart=1, dayEnd=5, targetSegment=[MALE, LOW_INCOME], videoCoef=2.526618582826568, mobileCoef=2.20074314675932, budgetMillis=9077, advertiser=DummyAdnetwork-3]
03/12 10:34:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4face066 event: tau.tac.adx.messages.UserClassificationServiceNotification@46916941
03/12 10:34:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1448054675, reachImps=6507, dayStart=1, dayEnd=5, targetSegment=[MALE, OLD], videoCoef=2.039197628274506, mobileCoef=2.3054981403234613, budgetMillis=6507, advertiser=DummyAdnetwork-4]
03/12 10:34:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4face066 event: tau.tac.adx.messages.UserClassificationServiceNotification@1e6437aa
03/12 10:34:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=984959308, reachImps=6507, dayStart=1, dayEnd=5, targetSegment=[MALE, OLD], videoCoef=2.194017953898453, mobileCoef=2.0342670974668025, budgetMillis=6507, advertiser=DummyAdnetwork-5]
03/12 10:34:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4face066 event: tau.tac.adx.messages.UserClassificationServiceNotification@77a3e43a
