07/12 04:43:00 FINE sim.Admin|Log for simulation 114 started
************************************************************
* Log for simulation 114 started
************************************************************


07/12 04:43:00 INFO sim.TACAdxSimulation|TACAA Simulation 114 is setting up...
07/12 04:43:00 INFO sim.TACAdxSimulation|Created Adx Agent
07/12 04:43:00 INFO sim.TACAdxSimulation|Created Demand Agent
07/12 04:43:00 FINE generators.PopulationUserGenerator|Generated 10000 tau.tac.adx.users.AdxUsers
07/12 04:43:00 FINE sim.ExternalAgent|agent00 setup with address adv1
07/12 04:43:00 FINE sim.ExternalAgent|oos setup with address adv2
07/12 04:43:00 FINE sim.ExternalAgent|giza setup with address adv3
07/12 04:43:00 FINE sim.ExternalAgent|bcm setup with address adv4
07/12 04:43:00 FINE sim.ExternalAgent|sample setup with address adv5
07/12 04:43:00 FINE sim.ExternalAgent|ibm setup with address adv6
07/12 04:43:00 FINE sim.ExternalAgent|nitzan setup with address adv7
07/12 04:43:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork simulationSetup
07/12 04:43:00 INFO publisher.AdxPublisherReportManagerImpl|AdxQueryReportManager created.
07/12 04:43:00 INFO adn.AdNetworkReportManagerImpl|AdxQueryReportManager created.
07/12 04:43:00 INFO agents.DemandAgent|setting up...
07/12 04:43:00 FINE agents.DemandAgent|Finished setup
07/12 04:43:00 INFO sim.Simulation|***** START OF TIME 0 *****
07/12 04:43:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1380033996, reachImps=10952, dayStart=1, dayEnd=5, targetSegment=[LOW_INCOME, FEMALE], videoCoef=2.2616606389233516, mobileCoef=1.5711408598382464, budgetMillis=10952, advertiser=adv1]
07/12 04:43:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5b2b42b6 event: tau.tac.adx.messages.UserClassificationServiceNotification@5c8641f4
07/12 04:43:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1488572092, reachImps=5882, dayStart=1, dayEnd=5, targetSegment=[MALE, YOUNG], videoCoef=2.450860351139016, mobileCoef=2.387416710622609, budgetMillis=5882, advertiser=adv2]
07/12 04:43:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5b2b42b6 event: tau.tac.adx.messages.UserClassificationServiceNotification@1dbb4bcf
07/12 04:43:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1108075121, reachImps=3312, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, MALE], videoCoef=2.9600392268059745, mobileCoef=1.6300445981881906, budgetMillis=3312, advertiser=adv3]
