03/12 00:35:00 FINE sim.Admin|Log for simulation 20 started
************************************************************
* Log for simulation 20 started
************************************************************


03/12 00:35:00 INFO sim.TACAdxSimulation|TACAA Simulation 20 is setting up...
03/12 00:35:00 INFO sim.TACAdxSimulation|Created Adx Agent
03/12 00:35:00 INFO sim.TACAdxSimulation|Created Demand Agent
03/12 00:35:00 FINE generators.PopulationUserGenerator|Generated 10000 tau.tac.adx.users.AdxUsers
03/12 00:35:00 FINE sim.ExternalAgent|trial1 setup with address adv1
03/12 00:35:00 FINE sim.ExternalAgent|ibm setup with address adv2
03/12 00:35:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork simulationSetup
03/12 00:35:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-2 simulationSetup
03/12 00:35:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-3 simulationSetup
03/12 00:35:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-4 simulationSetup
03/12 00:35:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-5 simulationSetup
03/12 00:35:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-6 simulationSetup
03/12 00:35:00 INFO publisher.AdxPublisherReportManagerImpl|AdxQueryReportManager created.
03/12 00:35:00 INFO adn.AdNetworkReportManagerImpl|AdxQueryReportManager created.
03/12 00:35:00 INFO agents.DemandAgent|setting up...
03/12 00:35:00 FINE agents.DemandAgent|Finished setup
03/12 00:35:00 INFO sim.Simulation|***** START OF TIME 0 *****
03/12 00:35:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=301959419, reachImps=5882, dayStart=1, dayEnd=5, targetSegment=[MALE, YOUNG], videoCoef=2.216954005304741, mobileCoef=2.3286405928627993, budgetMillis=5882, advertiser=adv1]
03/12 00:35:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@7ab7c2df event: tau.tac.adx.messages.UserClassificationServiceNotification@2c4cc960
03/12 00:35:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=2040986474, reachImps=3312, dayStart=1, dayEnd=5, targetSegment=[MALE, HIGH_INCOME], videoCoef=2.495150200424944, mobileCoef=2.1646438617006605, budgetMillis=3312, advertiser=adv2]
03/12 00:35:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@7ab7c2df event: tau.tac.adx.messages.UserClassificationServiceNotification@231b3af0
03/12 00:35:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1744745846, reachImps=5590, dayStart=1, dayEnd=5, targetSegment=[YOUNG, FEMALE], videoCoef=2.4335140944529803, mobileCoef=1.7986476649592613, budgetMillis=5590, advertiser=DummyAdnetwork]
03/12 00:35:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@7ab7c2df event: tau.tac.adx.messages.UserClassificationServiceNotification@2d336720
03/12 00:35:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1669379143, reachImps=10490, dayStart=1, dayEnd=5, targetSegment=[LOW_INCOME, OLD], videoCoef=2.2676152000792644, mobileCoef=1.5095215402689868, budgetMillis=10490, advertiser=DummyAdnetwork-2]
03/12 00:35:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@7ab7c2df event: tau.tac.adx.messages.UserClassificationServiceNotification@1936de7d
