03/12 00:54:00 FINE sim.Admin|Log for simulation 22 started
************************************************************
* Log for simulation 22 started
************************************************************


03/12 00:54:00 INFO sim.TACAdxSimulation|TACAA Simulation 22 is setting up...
03/12 00:54:00 INFO sim.TACAdxSimulation|Created Adx Agent
03/12 00:54:00 INFO sim.TACAdxSimulation|Created Demand Agent
03/12 00:54:00 FINE generators.PopulationUserGenerator|Generated 10000 tau.tac.adx.users.AdxUsers
03/12 00:54:00 FINE sim.ExternalAgent|trial1 setup with address adv1
03/12 00:54:00 FINE sim.ExternalAgent|ibm setup with address adv2
03/12 00:54:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork simulationSetup
03/12 00:54:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-2 simulationSetup
03/12 00:54:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-3 simulationSetup
03/12 00:54:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-4 simulationSetup
03/12 00:54:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-5 simulationSetup
03/12 00:54:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-6 simulationSetup
03/12 00:54:00 INFO publisher.AdxPublisherReportManagerImpl|AdxQueryReportManager created.
03/12 00:54:00 INFO adn.AdNetworkReportManagerImpl|AdxQueryReportManager created.
03/12 00:54:00 INFO agents.DemandAgent|setting up...
03/12 00:54:00 FINE agents.DemandAgent|Finished setup
03/12 00:54:01 INFO sim.Simulation|***** START OF TIME 0 *****
03/12 00:54:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=718263103, reachImps=6507, dayStart=1, dayEnd=5, targetSegment=[MALE, OLD], videoCoef=2.9033679844816924, mobileCoef=1.6209157850255247, budgetMillis=6507, advertiser=adv1]
03/12 00:54:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@597ea4f9 event: tau.tac.adx.messages.UserClassificationServiceNotification@47640371
03/12 00:54:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=2042246507, reachImps=5590, dayStart=1, dayEnd=5, targetSegment=[FEMALE, YOUNG], videoCoef=2.5471762114837646, mobileCoef=1.872342282525198, budgetMillis=5590, advertiser=adv2]
03/12 00:54:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@597ea4f9 event: tau.tac.adx.messages.UserClassificationServiceNotification@36eb7e43
03/12 00:54:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=446582027, reachImps=1657, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, FEMALE], videoCoef=2.411883454567352, mobileCoef=2.2217401269268597, budgetMillis=1657, advertiser=DummyAdnetwork]
03/12 00:54:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@597ea4f9 event: tau.tac.adx.messages.UserClassificationServiceNotification@7d06baa2
03/12 00:54:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1430247684, reachImps=3037, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, OLD], videoCoef=2.9085192673456266, mobileCoef=2.1617904003065194, budgetMillis=3037, advertiser=DummyAdnetwork-2]
03/12 00:54:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@597ea4f9 event: tau.tac.adx.messages.UserClassificationServiceNotification@384bbc86
03/12 00:54:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1347766417, reachImps=9540, dayStart=1, dayEnd=5, targetSegment=[LOW_INCOME, YOUNG], videoCoef=2.600139480666207, mobileCoef=2.1616686309965987, budgetMillis=9540, advertiser=DummyAdnetwork-3]
03/12 00:54:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@597ea4f9 event: tau.tac.adx.messages.UserClassificationServiceNotification@184e3b93
03/12 00:54:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=865216103, reachImps=3312, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, MALE], videoCoef=2.131810207438879, mobileCoef=1.7054345660116248, budgetMillis=3312, advertiser=DummyAdnetwork-4]
03/12 00:54:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@597ea4f9 event: tau.tac.adx.messages.UserClassificationServiceNotification@56d8131f
03/12 00:54:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=741591189, reachImps=10490, dayStart=1, dayEnd=5, targetSegment=[LOW_INCOME, OLD], videoCoef=2.7788926520700628, mobileCoef=1.6955136332829626, budgetMillis=10490, advertiser=DummyAdnetwork-5]
03/12 00:54:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@597ea4f9 event: tau.tac.adx.messages.UserClassificationServiceNotification@4548ec23
03/12 00:54:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1741380595, reachImps=3037, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, OLD], videoCoef=2.309719473347016, mobileCoef=1.8036170874998156, budgetMillis=3037, advertiser=DummyAdnetwork-6]
03/12 00:54:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@597ea4f9 event: tau.tac.adx.messages.UserClassificationServiceNotification@711dfcfe
03/12 00:54:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@597ea4f9 event: tau.tac.adx.messages.UserClassificationServiceNotification@4358f528
03/12 00:54:01 INFO agents.DemandAgent|Day 0 :Notifying new campaign opportunity: CampaignImpl [id=1098068116, reachImps=3631, dayStart=2, dayEnd=6, targetSegment=[LOW_INCOME, MALE], videoCoef=2.0160927945866396, mobileCoef=1.8405840595802858, budgetMillis=0, advertiser=null]
03/12 00:54:01 INFO sim.Simulation|***** START OF TIME 0 COMPLETE *****
03/12 00:54:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.13653390499896267 Cmp ID: 1098068116 Cmp Bid: 2956
03/12 00:54:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.14194692397232977 Cmp ID: 1098068116 Cmp Bid: 2849
03/12 00:54:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.18041282904819123 Cmp ID: 1098068116 Cmp Bid: 2394
03/12 00:54:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.13683529865434962 Cmp ID: 1098068116 Cmp Bid: 2856
03/12 00:54:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.1313738255264996 Cmp ID: 1098068116 Cmp Bid: 3329
03/12 00:54:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.16332501740774297 Cmp ID: 1098068116 Cmp Bid: 1567
03/12 00:54:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from adv2 : UCS Bid: 0.2 Cmp ID: 1098068116 Cmp Bid: 364
03/12 00:54:10 INFO sim.Simulation|***** START OF TIME 1 *****
03/12 00:54:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork
03/12 00:54:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #446582027 at price 1.657
03/12 00:54:10 INFO demand.CampaignImpl|Applied daily limit for campaign #446582027 at price 1.657
03/12 00:54:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-2
03/12 00:54:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1430247684 at price 3.037
03/12 00:54:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1430247684 at price 3.037
03/12 00:54:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-3
03/12 00:54:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1347766417 at price 9.54
03/12 00:54:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1347766417 at price 9.54
03/12 00:54:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-4
03/12 00:54:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #865216103 at price 3.312
03/12 00:54:10 INFO demand.CampaignImpl|Applied daily limit for campaign #865216103 at price 3.312
03/12 00:54:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-5
03/12 00:54:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #741591189 at price 10.49
03/12 00:54:10 INFO demand.CampaignImpl|Applied daily limit for campaign #741591189 at price 10.49
03/12 00:54:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-6
03/12 00:54:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1741380595 at price 3.037
03/12 00:54:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1741380595 at price 3.037
03/12 00:54:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: adv1
03/12 00:54:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #718263103 at price 6.507
03/12 00:54:10 INFO demand.CampaignImpl|Applied daily limit for campaign #718263103 at price 6.507
03/12 00:54:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #718263103 at price 6.507
03/12 00:54:10 INFO demand.CampaignImpl|Applied total limit for campaign #718263103 at price 6.507
03/12 00:54:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: adv2
03/12 00:54:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #2042246507 at price 5.59
03/12 00:54:10 INFO demand.CampaignImpl|Applied daily limit for campaign #2042246507 at price 5.59
03/12 00:54:10 INFO agents.DemandAgent|Day 1 : Auction pending campaign: CampaignImpl [id=1098068116, reachImps=3631, dayStart=2, dayEnd=6, targetSegment=[LOW_INCOME, MALE], videoCoef=2.0160927945866396, mobileCoef=1.8405840595802858, budgetMillis=0, advertiser=null]
03/12 00:54:10 FINE agents.DemandAgent|Day 1 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.0DummyAdnetwork-4: 1.0adv2: 1.0DummyAdnetwork-3: 1.0adv1: 1.0DummyAdnetwork-2: 1.0DummyAdnetwork-6: 1.0DummyAdnetwork: 1.0
03/12 00:54:10 FINE agents.DemandAgent|Day 1 :Reporting campaign auction results... CampaignImpl [id=1098068116, reachImps=3631, dayStart=2, dayEnd=6, targetSegment=[LOW_INCOME, MALE], videoCoef=2.0160927945866396, mobileCoef=1.8405840595802858, budgetMillis=1567, advertiser=adv2]
03/12 00:54:10 FINE agents.DemandAgent|Day 1 :Reporting UCS auction results... DummyAdnetwork-5[efday=1, level=1.0, price=0.0] DummyAdnetwork-4[efday=1, level=1.0, price=0.0] adv2[efday=1, level=1.0, price=0.0] DummyAdnetwork-3[efday=1, level=1.0, price=0.0] adv1[efday=1, level=1.0, price=0.0] DummyAdnetwork-2[efday=1, level=1.0, price=0.0] DummyAdnetwork-6[efday=1, level=1.0, price=0.0] DummyAdnetwork[efday=1, level=1.0, price=0.0] 
