07/12 04:57:00 FINE sim.Admin|Log for simulation 116 started
************************************************************
* Log for simulation 116 started
************************************************************


07/12 04:57:00 INFO sim.TACAdxSimulation|TACAA Simulation 116 is setting up...
07/12 04:57:00 INFO sim.TACAdxSimulation|Created Adx Agent
07/12 04:57:00 INFO sim.TACAdxSimulation|Created Demand Agent
07/12 04:57:00 FINE generators.PopulationUserGenerator|Generated 10000 tau.tac.adx.users.AdxUsers
07/12 04:57:00 FINE sim.ExternalAgent|sample setup with address adv1
07/12 04:57:00 FINE sim.ExternalAgent|agent00 setup with address adv2
07/12 04:57:00 FINE sim.ExternalAgent|bcm setup with address adv3
07/12 04:57:00 FINE sim.ExternalAgent|oos setup with address adv4
07/12 04:57:00 FINE sim.ExternalAgent|giza setup with address adv5
07/12 04:57:00 FINE sim.ExternalAgent|nitzan setup with address adv6
07/12 04:57:00 FINE sim.ExternalAgent|ibm setup with address adv7
07/12 04:57:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork simulationSetup
07/12 04:57:00 INFO publisher.AdxPublisherReportManagerImpl|AdxQueryReportManager created.
07/12 04:57:00 INFO adn.AdNetworkReportManagerImpl|AdxQueryReportManager created.
07/12 04:57:00 INFO agents.DemandAgent|setting up...
07/12 04:57:00 FINE agents.DemandAgent|Finished setup
07/12 04:57:01 INFO sim.Simulation|***** START OF TIME 0 *****
07/12 04:57:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=537955898, reachImps=10952, dayStart=1, dayEnd=5, targetSegment=[LOW_INCOME, FEMALE], videoCoef=2.4282776017455974, mobileCoef=1.8829151882646824, budgetMillis=10952, advertiser=adv1]
07/12 04:57:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5f924c3f event: tau.tac.adx.messages.UserClassificationServiceNotification@637f7b3f
07/12 04:57:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1648869779, reachImps=1657, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, FEMALE], videoCoef=2.406710179804371, mobileCoef=2.109250186518606, budgetMillis=1657, advertiser=adv2]
07/12 04:57:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5f924c3f event: tau.tac.adx.messages.UserClassificationServiceNotification@7714e3d3
07/12 04:57:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=984267450, reachImps=9077, dayStart=1, dayEnd=5, targetSegment=[MALE, LOW_INCOME], videoCoef=2.402237943597643, mobileCoef=1.8855874251637204, budgetMillis=9077, advertiser=adv3]
07/12 04:57:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5f924c3f event: tau.tac.adx.messages.UserClassificationServiceNotification@22948853
07/12 04:57:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=2114166475, reachImps=3312, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, MALE], videoCoef=2.27359795418411, mobileCoef=1.935735017788117, budgetMillis=3312, advertiser=adv4]
07/12 04:57:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5f924c3f event: tau.tac.adx.messages.UserClassificationServiceNotification@2e59f0a3
07/12 04:57:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1103753400, reachImps=9077, dayStart=1, dayEnd=5, targetSegment=[MALE, LOW_INCOME], videoCoef=2.76018128447491, mobileCoef=1.529185452621991, budgetMillis=9077, advertiser=adv5]
07/12 04:57:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5f924c3f event: tau.tac.adx.messages.UserClassificationServiceNotification@47993ec2
07/12 04:57:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=630068540, reachImps=7020, dayStart=1, dayEnd=5, targetSegment=[OLD, FEMALE], videoCoef=2.5929854879290595, mobileCoef=2.472355053364527, budgetMillis=7020, advertiser=adv6]
07/12 04:57:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5f924c3f event: tau.tac.adx.messages.UserClassificationServiceNotification@443325c6
07/12 04:57:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1248940488, reachImps=9540, dayStart=1, dayEnd=5, targetSegment=[YOUNG, LOW_INCOME], videoCoef=2.9346843140534995, mobileCoef=1.54089491826841, budgetMillis=9540, advertiser=adv7]
07/12 04:57:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5f924c3f event: tau.tac.adx.messages.UserClassificationServiceNotification@4410196a
07/12 04:57:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=291685153, reachImps=1657, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, FEMALE], videoCoef=2.369062168381021, mobileCoef=1.8126797079603025, budgetMillis=1657, advertiser=DummyAdnetwork]
07/12 04:57:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5f924c3f event: tau.tac.adx.messages.UserClassificationServiceNotification@4ca2c9de
07/12 04:57:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5f924c3f event: tau.tac.adx.messages.UserClassificationServiceNotification@c9d3e93
07/12 04:57:01 INFO agents.DemandAgent|Day 0 :Notifying new campaign opportunity: CampaignImpl [id=1216523555, reachImps=2753, dayStart=2, dayEnd=4, targetSegment=[YOUNG], videoCoef=2.5301520413292664, mobileCoef=2.1220880715966004, budgetMillis=0, advertiser=null]
07/12 04:57:01 INFO sim.Simulation|***** START OF TIME 0 COMPLETE *****
07/12 04:57:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.16502012640753494 Cmp ID: 1216523555 Cmp Bid: 940
07/12 04:57:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from adv1 : UCS Bid: 0.2 Cmp ID: 1216523555 Cmp Bid: 2753
07/12 04:57:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from adv4 : UCS Bid: 0.17314581485496183 Cmp ID: 1216523555 Cmp Bid: 296
07/12 04:57:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from adv3 : UCS Bid: 0.30000000000000004 Cmp ID: 1216523555 Cmp Bid: 2753
07/12 04:57:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from adv5 : UCS Bid: 0.14907467452758766 Cmp ID: 1216523555 Cmp Bid: 2752
07/12 04:57:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from adv2 : UCS Bid: 0.1 Cmp ID: 1216523555 Cmp Bid: 276
07/12 04:57:03 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from adv6 : UCS Bid: 1.5 Cmp ID: 1216523555 Cmp Bid: 2743
07/12 04:57:10 INFO sim.Simulation|***** START OF TIME 1 *****
07/12 04:57:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork
07/12 04:57:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #291685153 at price 1.657
07/12 04:57:10 INFO demand.CampaignImpl|Applied daily limit for campaign #291685153 at price 1.657
07/12 04:57:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: adv1
07/12 04:57:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #537955898 at price 10.952
07/12 04:57:10 INFO demand.CampaignImpl|Applied daily limit for campaign #537955898 at price 10.952
07/12 04:57:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: adv3
07/12 04:57:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #984267450 at price 6.80775
07/12 04:57:10 INFO demand.CampaignImpl|Applied daily limit for campaign #984267450 at price 6.80775
07/12 04:57:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: adv5
07/12 04:57:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1103753400 at price 9.077
07/12 04:57:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1103753400 at price 9.077
07/12 04:57:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: adv7
07/12 04:57:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1248940488 at price 9.54
07/12 04:57:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1248940488 at price 9.54
07/12 04:57:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: adv4
07/12 04:57:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: adv2
07/12 04:57:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1648869779 at price 0.29949025484438785
07/12 04:57:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1648869779 at price 0.29949025484438785
07/12 04:57:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: adv6
07/12 04:57:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #630068540 at price 3070.5480000000002
07/12 04:57:10 INFO demand.CampaignImpl|Applied daily limit for campaign #630068540 at price 3070.5480000000002
07/12 04:57:10 INFO agents.DemandAgent|Day 1 : Auction pending campaign: CampaignImpl [id=1216523555, reachImps=2753, dayStart=2, dayEnd=4, targetSegment=[YOUNG], videoCoef=2.5301520413292664, mobileCoef=2.1220880715966004, budgetMillis=0, advertiser=null]
07/12 04:57:10 FINE agents.DemandAgent|Day 1 :Quality Ratings... Quality Retings adv2: 1.0adv1: 1.0adv7: 1.0adv4: 1.0adv3: 1.0adv6: 1.0adv5: 1.0DummyAdnetwork: 1.0
07/12 04:57:10 FINE agents.DemandAgent|Day 1 :Reporting campaign auction results... CampaignImpl [id=1216523555, reachImps=2753, dayStart=2, dayEnd=4, targetSegment=[YOUNG], videoCoef=2.5301520413292664, mobileCoef=2.1220880715966004, budgetMillis=2753, advertiser=adv3]
07/12 04:57:10 FINE agents.DemandAgent|Day 1 :Reporting UCS auction results... adv2[efday=1, level=1.0, price=0.0] adv1[efday=1, level=1.0, price=0.0] adv7[efday=1, level=1.0, price=0.0] adv4[efday=1, level=1.0, price=0.0] adv3[efday=1, level=1.0, price=0.0] adv6[efday=1, level=1.0, price=0.0] adv5[efday=1, level=1.0, price=0.0] DummyAdnetwork[efday=1, level=1.0, price=0.0] 
07/12 04:57:10 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5f924c3f event: tau.tac.adx.messages.UserClassificationServiceNotification@591d84db
07/12 04:57:10 INFO agents.DemandAgent|Day 1 :Notifying new campaign opportunity: CampaignImpl [id=1788011313, reachImps=3529, dayStart=3, dayEnd=5, targetSegment=[MALE, YOUNG], videoCoef=2.7604896904110916, mobileCoef=1.6929891206942358, budgetMillis=0, advertiser=null]
07/12 04:57:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for tripadvisor
07/12 04:57:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for bestbuy
07/12 04:57:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for weather
07/12 04:57:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for nyt
07/12 04:57:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for msn
07/12 04:57:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for ebay
07/12 04:57:10 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
07/12 04:57:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: adv1 to the event bus
07/12 04:57:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: adv1 to the event bus
07/12 04:57:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: adv2 to the event bus
07/12 04:57:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: adv2 to the event bus
07/12 04:57:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: adv3 to the event bus
07/12 04:57:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: adv3 to the event bus
07/12 04:57:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: adv4 to the event bus
07/12 04:57:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: adv4 to the event bus
07/12 04:57:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: adv5 to the event bus
07/12 04:57:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: adv5 to the event bus
07/12 04:57:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: adv6 to the event bus
07/12 04:57:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: adv6 to the event bus
07/12 04:57:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: adv7 to the event bus
07/12 04:57:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: adv7 to the event bus
07/12 04:57:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: DummyAdnetwork to the event bus
07/12 04:57:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: DummyAdnetwork to the event bus
07/12 04:57:10 SEVERE demand.CampaignImpl|Campaign #2114166475 impressed while budget limit was not initialized.
07/12 04:57:10 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 421
07/12 04:57:10 INFO sim.Simulation|***** START OF TIME 1 COMPLETE *****
07/12 04:57:10 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.12758389921319638 Cmp ID: 1788011313 Cmp Bid: 2726
07/12 04:57:10 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from adv5 : UCS Bid: 0.43266851076700064 Cmp ID: 1788011313 Cmp Bid: 3528
07/12 04:57:10 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from adv2 : UCS Bid: 0.1 Cmp ID: 1788011313 Cmp Bid: 353
07/12 04:57:10 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from adv3 : UCS Bid: 0.30000000000000004 Cmp ID: 1788011313 Cmp Bid: 3529
07/12 04:57:10 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from adv1 : UCS Bid: 0.2 Cmp ID: 1788011313 Cmp Bid: 352
07/12 04:57:10 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from adv4 : UCS Bid: 0.2 Cmp ID: 1788011313 Cmp Bid: 417
07/12 04:57:10 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from adv6 : UCS Bid: 1.5 Cmp ID: 1788011313 Cmp Bid: 3519
07/12 04:57:20 INFO sim.Simulation|***** START OF TIME 2 *****
07/12 04:57:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #291685153 at price 1.657
07/12 04:57:20 INFO demand.CampaignImpl|Applied daily limit for campaign #291685153 at price 1.657
07/12 04:57:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1248940488 at price 9.54
07/12 04:57:20 INFO demand.CampaignImpl|Applied daily limit for campaign #1248940488 at price 9.54
07/12 04:57:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #537955898 at price 10.952
07/12 04:57:20 INFO demand.CampaignImpl|Applied daily limit for campaign #537955898 at price 10.952
07/12 04:57:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #630068540 at price 5757.277500000001
07/12 04:57:20 INFO demand.CampaignImpl|Applied daily limit for campaign #630068540 at price 5757.277500000001
07/12 04:57:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1103753400 at price 9.077
07/12 04:57:20 INFO demand.CampaignImpl|Applied daily limit for campaign #1103753400 at price 9.077
07/12 04:57:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #984267450 at price 6.80775
07/12 04:57:20 INFO demand.CampaignImpl|Applied daily limit for campaign #984267450 at price 6.80775
07/12 04:57:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1216523555 at price 5.506
07/12 04:57:20 INFO demand.CampaignImpl|Applied daily limit for campaign #1216523555 at price 5.506
07/12 04:57:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1648869779 at price 0.5488615605186773
07/12 04:57:20 INFO demand.CampaignImpl|Applied daily limit for campaign #1648869779 at price 0.5488615605186773
07/12 04:57:20 INFO agents.DemandAgent|Day 2 : Auction pending campaign: CampaignImpl [id=1788011313, reachImps=3529, dayStart=3, dayEnd=5, targetSegment=[MALE, YOUNG], videoCoef=2.7604896904110916, mobileCoef=1.6929891206942358, budgetMillis=0, advertiser=null]
07/12 04:57:20 FINE agents.DemandAgent|Day 2 :Quality Ratings... Quality Retings adv2: 1.0adv1: 1.0adv7: 1.0adv4: 1.0adv3: 1.0adv6: 1.0adv5: 1.0DummyAdnetwork: 1.0
07/12 04:57:20 FINE agents.DemandAgent|Day 2 :Reporting campaign auction results... CampaignImpl [id=1788011313, reachImps=3529, dayStart=3, dayEnd=5, targetSegment=[MALE, YOUNG], videoCoef=2.7604896904110916, mobileCoef=1.6929891206942358, budgetMillis=417, advertiser=adv2]
07/12 04:57:20 FINE agents.DemandAgent|Day 2 :Reporting UCS auction results... adv2[efday=2, level=0.5314410000000002, price=0.0] adv1[efday=2, level=0.81, price=0.14024811003251908] adv7[efday=2, level=0.47829690000000014, price=0.0] adv4[efday=2, level=0.7290000000000001, price=0.12029967215109298] adv3[efday=2, level=0.9, price=0.18000000000000002] adv6[efday=2, level=1.0, price=0.30000000000000004] adv5[efday=2, level=0.5904900000000002, price=0.05904900000000002] DummyAdnetwork[efday=2, level=0.6561000000000001, price=0.09780789395755028] 
07/12 04:57:20 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5f924c3f event: tau.tac.adx.messages.UserClassificationServiceNotification@5f2b4c36
07/12 04:57:20 INFO agents.DemandAgent|Day 2 :Notifying new campaign opportunity: CampaignImpl [id=1707657349, reachImps=9604, dayStart=4, dayEnd=8, targetSegment=[OLD, LOW_INCOME, FEMALE], videoCoef=2.1142354551953724, mobileCoef=1.9042515720937407, budgetMillis=0, advertiser=null]
07/12 04:57:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for tripadvisor
07/12 04:57:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=video] to 0.06
07/12 04:57:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[HIGH_INCOME, YOUNG, FEMALE], adType=text] to 0.10929561666014564
07/12 04:57:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, LOW_INCOME], adType=video] to 0.06
07/12 04:57:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[HIGH_INCOME, OLD, FEMALE], adType=text] to 0.13600843367957005
07/12 04:57:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[HIGH_INCOME, MALE, YOUNG], adType=text] to 0.13954904636037052
07/12 04:57:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[OLD, LOW_INCOME, FEMALE], adType=text] to 0.09777396598952587
07/12 04:57:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[HIGH_INCOME, MALE, YOUNG], adType=video] to 0.13566608667669255
07/12 04:57:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[HIGH_INCOME, OLD, FEMALE], adType=video] to 0.12783034068558624
07/12 04:57:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[HIGH_INCOME, MALE, OLD], adType=text] to 0.13756158113978767
07/12 04:57:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[OLD, LOW_INCOME, FEMALE], adType=video] to 0.09924324340168908
07/12 04:57:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[YOUNG, LOW_INCOME, FEMALE], adType=text] to 0.09998719151187194
07/12 04:57:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[YOUNG, LOW_INCOME, FEMALE], adType=video] to 0.0982501780843027
07/12 04:57:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, LOW_INCOME], adType=text] to 0.06
07/12 04:57:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=text] to 0.06
07/12 04:57:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[HIGH_INCOME, YOUNG, FEMALE], adType=video] to 0.13337949882451589
07/12 04:57:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[HIGH_INCOME, MALE, OLD], adType=video] to 0.13923830884609495
07/12 04:57:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for bestbuy
07/12 04:57:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=video] to 0.06
07/12 04:57:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[HIGH_INCOME, YOUNG, FEMALE], adType=text] to 0.13051606404744212
07/12 04:57:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[HIGH_INCOME, OLD, FEMALE], adType=text] to 0.1370413127803613
07/12 04:57:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[HIGH_INCOME, MALE, YOUNG], adType=text] to 0.1334011953748816
07/12 04:57:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[OLD, LOW_INCOME, FEMALE], adType=text] to 0.09982678707440726
07/12 04:57:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[HIGH_INCOME, MALE, YOUNG], adType=video] to 0.13276208318814442
07/12 04:57:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[HIGH_INCOME, OLD, FEMALE], adType=video] to 0.1270878810949157
07/12 04:57:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[HIGH_INCOME, MALE, OLD], adType=text] to 0.1352842762599913
07/12 04:57:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[OLD, LOW_INCOME, FEMALE], adType=video] to 0.09889610780485428
07/12 04:57:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[YOUNG, LOW_INCOME, FEMALE], adType=text] to 0.0998041934911317
07/12 04:57:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[YOUNG, LOW_INCOME, FEMALE], adType=video] to 0.09728055147057615
07/12 04:57:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=text] to 0.06
07/12 04:57:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, LOW_INCOME], adType=text] to 0.06
07/12 04:57:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[HIGH_INCOME, MALE, OLD], adType=video] to 0.10442843107429922
07/12 04:57:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for weather
07/12 04:57:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=video] to 0.06007766680367919
