07/12 03:37:00 FINE sim.Admin|Log for simulation 108 started
************************************************************
* Log for simulation 108 started
************************************************************


07/12 03:37:00 INFO sim.TACAdxSimulation|TACAA Simulation 108 is setting up...
07/12 03:37:00 INFO sim.TACAdxSimulation|Created Adx Agent
07/12 03:37:00 INFO sim.TACAdxSimulation|Created Demand Agent
07/12 03:37:00 FINE generators.PopulationUserGenerator|Generated 10000 tau.tac.adx.users.AdxUsers
07/12 03:37:00 FINE sim.ExternalAgent|agent00 setup with address adv1
07/12 03:37:00 FINE sim.ExternalAgent|sample setup with address adv2
07/12 03:37:00 FINE sim.ExternalAgent|bcm setup with address adv3
07/12 03:37:00 FINE sim.ExternalAgent|oos setup with address adv4
07/12 03:37:00 FINE sim.ExternalAgent|giza setup with address adv5
07/12 03:37:00 FINE sim.ExternalAgent|nitzan setup with address adv6
07/12 03:37:00 FINE sim.ExternalAgent|ibm setup with address adv7
07/12 03:37:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork simulationSetup
07/12 03:37:00 INFO publisher.AdxPublisherReportManagerImpl|AdxQueryReportManager created.
07/12 03:37:00 INFO adn.AdNetworkReportManagerImpl|AdxQueryReportManager created.
07/12 03:37:00 INFO agents.DemandAgent|setting up...
07/12 03:37:00 FINE agents.DemandAgent|Finished setup
07/12 03:37:01 INFO sim.Simulation|***** START OF TIME 0 *****
07/12 03:37:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1478557188, reachImps=3037, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, OLD], videoCoef=2.191130567372768, mobileCoef=2.1187505532086237, budgetMillis=3037, advertiser=adv1]
07/12 03:37:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@19278fec event: tau.tac.adx.messages.UserClassificationServiceNotification@169afd28
07/12 03:37:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1683319190, reachImps=7020, dayStart=1, dayEnd=5, targetSegment=[FEMALE, OLD], videoCoef=2.1706040605746533, mobileCoef=2.1745962916320565, budgetMillis=7020, advertiser=adv2]
07/12 03:37:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@19278fec event: tau.tac.adx.messages.UserClassificationServiceNotification@30769606
07/12 03:37:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=2141212743, reachImps=10952, dayStart=1, dayEnd=5, targetSegment=[LOW_INCOME, FEMALE], videoCoef=2.8876209884035813, mobileCoef=2.455717212272739, budgetMillis=10952, advertiser=adv3]
07/12 03:37:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@19278fec event: tau.tac.adx.messages.UserClassificationServiceNotification@645bbc9f
07/12 03:37:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=930697121, reachImps=10952, dayStart=1, dayEnd=5, targetSegment=[LOW_INCOME, FEMALE], videoCoef=2.645887921396503, mobileCoef=2.456596334215922, budgetMillis=10952, advertiser=adv4]
07/12 03:37:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@19278fec event: tau.tac.adx.messages.UserClassificationServiceNotification@333b29ee
07/12 03:37:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1323595174, reachImps=3312, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, MALE], videoCoef=2.1443221716113063, mobileCoef=1.9725258269146693, budgetMillis=3312, advertiser=adv5]
07/12 03:37:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@19278fec event: tau.tac.adx.messages.UserClassificationServiceNotification@776287a1
07/12 03:37:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=177982123, reachImps=9540, dayStart=1, dayEnd=5, targetSegment=[LOW_INCOME, YOUNG], videoCoef=2.8793478101436323, mobileCoef=1.895665621281262, budgetMillis=9540, advertiser=adv6]
07/12 03:37:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@19278fec event: tau.tac.adx.messages.UserClassificationServiceNotification@6085f64f
07/12 03:37:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=228714172, reachImps=6507, dayStart=1, dayEnd=5, targetSegment=[MALE, OLD], videoCoef=2.803044436503291, mobileCoef=2.2032883333390103, budgetMillis=6507, advertiser=adv7]
07/12 03:37:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@19278fec event: tau.tac.adx.messages.UserClassificationServiceNotification@6e9d2726
07/12 03:37:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=973563596, reachImps=10490, dayStart=1, dayEnd=5, targetSegment=[LOW_INCOME, OLD], videoCoef=2.251723434869676, mobileCoef=2.4786915928239557, budgetMillis=10490, advertiser=DummyAdnetwork]
07/12 03:37:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@19278fec event: tau.tac.adx.messages.UserClassificationServiceNotification@75ffc84d
07/12 03:37:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@19278fec event: tau.tac.adx.messages.UserClassificationServiceNotification@77e95448
07/12 03:37:01 INFO agents.DemandAgent|Day 0 :Notifying new campaign opportunity: CampaignImpl [id=1883961732, reachImps=11180, dayStart=2, dayEnd=11, targetSegment=[FEMALE, YOUNG], videoCoef=2.439417888871086, mobileCoef=2.044685739041426, budgetMillis=0, advertiser=null]
07/12 03:37:01 INFO sim.Simulation|***** START OF TIME 0 COMPLETE *****
07/12 03:37:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.10597039855694029 Cmp ID: 1883961732 Cmp Bid: 9988
07/12 03:37:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from adv2 : UCS Bid: 0.2 Cmp ID: 1883961732 Cmp Bid: 1118
07/12 03:37:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from adv5 : UCS Bid: 0.17279822312219562 Cmp ID: 1883961732 Cmp Bid: 1119
07/12 03:37:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from adv3 : UCS Bid: 0.30000000000000004 Cmp ID: 1883961732 Cmp Bid: 7997
07/12 03:37:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from adv4 : UCS Bid: 0.15930365568704982 Cmp ID: 1883961732 Cmp Bid: 1322
07/12 03:37:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from adv1 : UCS Bid: 0.1 Cmp ID: 1883961732 Cmp Bid: 1121
07/12 03:37:03 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from adv6 : UCS Bid: 1.5 Cmp ID: 1883961732 Cmp Bid: 11170
07/12 03:37:10 INFO sim.Simulation|***** START OF TIME 1 *****
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #973563596 at price 10.49
07/12 03:37:10 INFO demand.CampaignImpl|Applied daily limit for campaign #973563596 at price 10.49
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: adv2
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1683319190 at price 7.02
07/12 03:37:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1683319190 at price 7.02
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: adv5
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1323595174 at price 3.312
07/12 03:37:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1323595174 at price 3.312
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: adv3
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #2141212743 at price 8.214
07/12 03:37:10 INFO demand.CampaignImpl|Applied daily limit for campaign #2141212743 at price 8.214
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: adv7
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #228714172 at price 6.507
07/12 03:37:10 INFO demand.CampaignImpl|Applied daily limit for campaign #228714172 at price 6.507
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: adv4
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: adv1
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1478557188 at price 0.2992443142849709
07/12 03:37:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1478557188 at price 0.2992443142849709
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: adv6
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #177982123 at price 4172.795999999999
07/12 03:37:10 INFO demand.CampaignImpl|Applied daily limit for campaign #177982123 at price 4172.795999999999
07/12 03:37:10 INFO agents.DemandAgent|Day 1 : Auction pending campaign: CampaignImpl [id=1883961732, reachImps=11180, dayStart=2, dayEnd=11, targetSegment=[FEMALE, YOUNG], videoCoef=2.439417888871086, mobileCoef=2.044685739041426, budgetMillis=0, advertiser=null]
07/12 03:37:10 FINE agents.DemandAgent|Day 1 :Quality Ratings... Quality Retings adv2: 1.0adv1: 1.0adv7: 1.0adv4: 1.0adv3: 1.0adv6: 1.0adv5: 1.0DummyAdnetwork: 1.0
07/12 03:37:10 FINE agents.DemandAgent|Day 1 :Reporting campaign auction results... CampaignImpl [id=1883961732, reachImps=11180, dayStart=2, dayEnd=11, targetSegment=[FEMALE, YOUNG], videoCoef=2.439417888871086, mobileCoef=2.044685739041426, budgetMillis=1119, advertiser=adv2]
07/12 03:37:10 FINE agents.DemandAgent|Day 1 :Reporting UCS auction results... adv2[efday=1, level=1.0, price=0.0] adv1[efday=1, level=1.0, price=0.0] adv7[efday=1, level=1.0, price=0.0] adv4[efday=1, level=1.0, price=0.0] adv3[efday=1, level=1.0, price=0.0] adv6[efday=1, level=1.0, price=0.0] adv5[efday=1, level=1.0, price=0.0] DummyAdnetwork[efday=1, level=1.0, price=0.0] 
07/12 03:37:10 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@19278fec event: tau.tac.adx.messages.UserClassificationServiceNotification@51afc02d
07/12 03:37:10 INFO agents.DemandAgent|Day 1 :Notifying new campaign opportunity: CampaignImpl [id=1082064418, reachImps=463, dayStart=3, dayEnd=5, targetSegment=[HIGH_INCOME, YOUNG], videoCoef=2.6942727003731197, mobileCoef=2.202423993240506, budgetMillis=0, advertiser=null]
07/12 03:37:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for cnn
07/12 03:37:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for sears
07/12 03:37:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for cnet
07/12 03:37:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for weather
07/12 03:37:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for ebay
07/12 03:37:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for fox
07/12 03:37:10 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: adv1 to the event bus
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: adv1 to the event bus
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: adv2 to the event bus
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: adv2 to the event bus
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: adv3 to the event bus
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: adv3 to the event bus
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: adv4 to the event bus
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: adv4 to the event bus
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: adv5 to the event bus
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: adv5 to the event bus
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: adv6 to the event bus
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: adv6 to the event bus
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: adv7 to the event bus
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: adv7 to the event bus
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: DummyAdnetwork to the event bus
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: DummyAdnetwork to the event bus
07/12 03:37:10 SEVERE demand.CampaignImpl|Campaign #930697121 impressed while budget limit was not initialized.
07/12 03:37:10 SEVERE demand.CampaignImpl|Campaign #930697121 impressed while over limit. Current cost: 1.2413470144462952 Budget limit: 1.0101010100101
07/12 03:37:10 INFO agents.DemandAgent|Posting DIRECTLY to CampaignLimitReached to the event bus for campaign #930697121 advertiser name: adv4
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #930697121 due to limit. My name is adv5
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #930697121 due to limit. My name is adv4
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #930697121 due to limit. My name is DummyAdnetwork
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #930697121 due to limit. My name is adv2
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #930697121 due to limit. My name is adv3
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #930697121 due to limit. My name is adv1
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #930697121 due to limit. My name is adv6
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #930697121 due to limit. My name is adv7
07/12 03:37:10 INFO agents.DemandAgent|Posting CampaignLimitReached to the event bus for campaign #930697121 advertiser name: adv4
07/12 03:37:10 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #930697121 due to limit
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #930697121 due to limit. My name is adv4
07/12 03:37:10 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #930697121 due to limit
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #930697121 due to limit. My name is adv2
07/12 03:37:10 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #930697121 due to limit
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #930697121 due to limit. My name is adv5
07/12 03:37:10 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #930697121 due to limit
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #930697121 due to limit. My name is adv6
07/12 03:37:10 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #930697121 due to limit
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #930697121 due to limit. My name is adv7
07/12 03:37:10 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #930697121 due to limit
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #930697121 due to limit. My name is DummyAdnetwork
07/12 03:37:10 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #930697121 due to limit
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #930697121 due to limit. My name is adv1
07/12 03:37:10 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #930697121 due to limit
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #930697121 due to limit. My name is adv3
07/12 03:37:10 SEVERE demand.CampaignImpl|Campaign #1478557188 impressed while over limit. Current cost: 0.3011426588158862 Budget limit: 0.2992443142849709
07/12 03:37:10 INFO agents.DemandAgent|Posting DIRECTLY to CampaignLimitReached to the event bus for campaign #1478557188 advertiser name: adv1
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #1478557188 due to limit. My name is adv5
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #1478557188 due to limit. My name is adv4
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #1478557188 due to limit. My name is DummyAdnetwork
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #1478557188 due to limit. My name is adv2
07/12 03:37:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #1478557188 due to limit. My name is adv3
