07/12 03:50:00 FINE sim.Admin|Log for simulation 109 started
************************************************************
* Log for simulation 109 started
************************************************************


07/12 03:50:00 INFO sim.TACAdxSimulation|TACAA Simulation 109 is setting up...
07/12 03:50:00 INFO sim.TACAdxSimulation|Created Adx Agent
07/12 03:50:00 INFO sim.TACAdxSimulation|Created Demand Agent
07/12 03:50:00 FINE generators.PopulationUserGenerator|Generated 10000 tau.tac.adx.users.AdxUsers
07/12 03:50:00 FINE sim.ExternalAgent|sample setup with address adv1
07/12 03:50:00 FINE sim.ExternalAgent|agent00 setup with address adv2
07/12 03:50:00 FINE sim.ExternalAgent|bcm setup with address adv3
07/12 03:50:00 FINE sim.ExternalAgent|oos setup with address adv4
07/12 03:50:00 FINE sim.ExternalAgent|giza setup with address adv5
07/12 03:50:00 FINE sim.ExternalAgent|nitzan setup with address adv6
07/12 03:50:00 FINE sim.ExternalAgent|ibm setup with address adv7
07/12 03:50:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork simulationSetup
07/12 03:50:00 INFO publisher.AdxPublisherReportManagerImpl|AdxQueryReportManager created.
07/12 03:50:00 INFO adn.AdNetworkReportManagerImpl|AdxQueryReportManager created.
07/12 03:50:00 INFO agents.DemandAgent|setting up...
07/12 03:50:00 FINE agents.DemandAgent|Finished setup
07/12 03:50:01 INFO sim.Simulation|***** START OF TIME 0 *****
07/12 03:50:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=741815596, reachImps=1657, dayStart=1, dayEnd=5, targetSegment=[FEMALE, HIGH_INCOME], videoCoef=2.4523801510792804, mobileCoef=2.4537537806454095, budgetMillis=1657, advertiser=adv1]
07/12 03:50:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4feb4036 event: tau.tac.adx.messages.UserClassificationServiceNotification@4ede3e17
07/12 03:50:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=94410212, reachImps=5590, dayStart=1, dayEnd=5, targetSegment=[YOUNG, FEMALE], videoCoef=2.286028581845539, mobileCoef=2.007107020443726, budgetMillis=5590, advertiser=adv2]
07/12 03:50:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4feb4036 event: tau.tac.adx.messages.UserClassificationServiceNotification@785b3e65
07/12 03:50:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1839479720, reachImps=10490, dayStart=1, dayEnd=5, targetSegment=[LOW_INCOME, OLD], videoCoef=2.1986831929289874, mobileCoef=2.0363227982911223, budgetMillis=10490, advertiser=adv3]
07/12 03:50:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4feb4036 event: tau.tac.adx.messages.UserClassificationServiceNotification@52b58e8d
07/12 03:50:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1396387466, reachImps=1932, dayStart=1, dayEnd=5, targetSegment=[YOUNG, HIGH_INCOME], videoCoef=2.9223951392172487, mobileCoef=2.298814435427211, budgetMillis=1932, advertiser=adv4]
07/12 03:50:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4feb4036 event: tau.tac.adx.messages.UserClassificationServiceNotification@72b29a9e
07/12 03:50:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1040684571, reachImps=1932, dayStart=1, dayEnd=5, targetSegment=[YOUNG, HIGH_INCOME], videoCoef=2.2175369059272763, mobileCoef=1.5017072425058662, budgetMillis=1932, advertiser=adv5]
07/12 03:50:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4feb4036 event: tau.tac.adx.messages.UserClassificationServiceNotification@40b8a6b0
07/12 03:50:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1249742675, reachImps=10952, dayStart=1, dayEnd=5, targetSegment=[FEMALE, LOW_INCOME], videoCoef=2.7329105615276834, mobileCoef=1.8479942959780438, budgetMillis=10952, advertiser=adv6]
07/12 03:50:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4feb4036 event: tau.tac.adx.messages.UserClassificationServiceNotification@2cfd8ae8
07/12 03:50:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=784885282, reachImps=6507, dayStart=1, dayEnd=5, targetSegment=[MALE, OLD], videoCoef=2.040371138190546, mobileCoef=1.8838219195908446, budgetMillis=6507, advertiser=adv7]
07/12 03:50:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4feb4036 event: tau.tac.adx.messages.UserClassificationServiceNotification@2b40c86d
07/12 03:50:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=232906049, reachImps=10952, dayStart=1, dayEnd=5, targetSegment=[FEMALE, LOW_INCOME], videoCoef=2.148727899677974, mobileCoef=2.3405096157591037, budgetMillis=10952, advertiser=DummyAdnetwork]
07/12 03:50:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4feb4036 event: tau.tac.adx.messages.UserClassificationServiceNotification@4d0bacdf
07/12 03:50:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4feb4036 event: tau.tac.adx.messages.UserClassificationServiceNotification@209f3a2a
07/12 03:50:01 INFO agents.DemandAgent|Day 0 :Notifying new campaign opportunity: CampaignImpl [id=229740020, reachImps=8116, dayStart=2, dayEnd=4, targetSegment=[OLD], videoCoef=2.1665759510567835, mobileCoef=2.021477023770561, budgetMillis=0, advertiser=null]
