04/12 00:27:00 FINE sim.Admin|Log for simulation 55 started
************************************************************
* Log for simulation 55 started
************************************************************


04/12 00:27:00 INFO sim.TACAdxSimulation|TACAA Simulation 55 is setting up...
04/12 00:27:00 INFO sim.TACAdxSimulation|Created Adx Agent
04/12 00:27:00 INFO sim.TACAdxSimulation|Created Demand Agent
04/12 00:27:00 FINE generators.PopulationUserGenerator|Generated 10000 tau.tac.adx.users.AdxUsers
04/12 00:27:00 FINE sim.ExternalAgent|trial1 setup with address adv1
04/12 00:27:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork simulationSetup
04/12 00:27:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-2 simulationSetup
04/12 00:27:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-3 simulationSetup
04/12 00:27:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-4 simulationSetup
04/12 00:27:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-5 simulationSetup
04/12 00:27:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-6 simulationSetup
04/12 00:27:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-7 simulationSetup
04/12 00:27:00 INFO publisher.AdxPublisherReportManagerImpl|AdxQueryReportManager created.
04/12 00:27:00 INFO adn.AdNetworkReportManagerImpl|AdxQueryReportManager created.
04/12 00:27:00 INFO agents.DemandAgent|setting up...
04/12 00:27:00 FINE agents.DemandAgent|Finished setup
04/12 00:27:01 INFO sim.Simulation|***** START OF TIME 0 *****
04/12 00:27:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=992772354, reachImps=9077, dayStart=1, dayEnd=5, targetSegment=[LOW_INCOME, MALE], videoCoef=2.83971405190741, mobileCoef=1.6092687859202397, budgetMillis=9077, advertiser=adv1]
04/12 00:27:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@40f2d73e event: tau.tac.adx.messages.UserClassificationServiceNotification@39cf101c
04/12 00:27:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=243195689, reachImps=1657, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, FEMALE], videoCoef=2.8427300657497288, mobileCoef=2.020616028714696, budgetMillis=1657, advertiser=DummyAdnetwork]
04/12 00:27:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@40f2d73e event: tau.tac.adx.messages.UserClassificationServiceNotification@344cab32
04/12 00:27:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1649525154, reachImps=3312, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, MALE], videoCoef=2.542793274942537, mobileCoef=1.6868015368425904, budgetMillis=3312, advertiser=DummyAdnetwork-2]
04/12 00:27:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@40f2d73e event: tau.tac.adx.messages.UserClassificationServiceNotification@235f7204
04/12 00:27:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1528850129, reachImps=6507, dayStart=1, dayEnd=5, targetSegment=[MALE, OLD], videoCoef=2.3317159969044594, mobileCoef=2.439001863996099, budgetMillis=6507, advertiser=DummyAdnetwork-3]
04/12 00:27:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@40f2d73e event: tau.tac.adx.messages.UserClassificationServiceNotification@a6453bc
04/12 00:27:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1725222787, reachImps=3037, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, OLD], videoCoef=2.575015375135613, mobileCoef=2.2316381195304604, budgetMillis=3037, advertiser=DummyAdnetwork-4]
04/12 00:27:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@40f2d73e event: tau.tac.adx.messages.UserClassificationServiceNotification@3ec35e0f
04/12 00:27:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1712173544, reachImps=5590, dayStart=1, dayEnd=5, targetSegment=[FEMALE, YOUNG], videoCoef=2.978653355077717, mobileCoef=1.6035403715958245, budgetMillis=5590, advertiser=DummyAdnetwork-5]
04/12 00:27:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@40f2d73e event: tau.tac.adx.messages.UserClassificationServiceNotification@4e5cf726
04/12 00:27:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=238326201, reachImps=9077, dayStart=1, dayEnd=5, targetSegment=[LOW_INCOME, MALE], videoCoef=2.051407503772112, mobileCoef=2.0898435031134843, budgetMillis=9077, advertiser=DummyAdnetwork-6]
04/12 00:27:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@40f2d73e event: tau.tac.adx.messages.UserClassificationServiceNotification@2aa38556
04/12 00:27:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=556458779, reachImps=1932, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, YOUNG], videoCoef=2.1102039271861646, mobileCoef=2.2209655529873618, budgetMillis=1932, advertiser=DummyAdnetwork-7]
04/12 00:27:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@40f2d73e event: tau.tac.adx.messages.UserClassificationServiceNotification@8e6d5df
04/12 00:27:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@40f2d73e event: tau.tac.adx.messages.UserClassificationServiceNotification@22f52423
04/12 00:27:01 INFO agents.DemandAgent|Day 0 :Notifying new campaign opportunity: CampaignImpl [id=348822558, reachImps=1292, dayStart=2, dayEnd=6, targetSegment=[HIGH_INCOME, MALE, YOUNG], videoCoef=2.6672944716231948, mobileCoef=2.1919734532389166, budgetMillis=0, advertiser=null]
04/12 00:27:01 INFO sim.Simulation|***** START OF TIME 0 COMPLETE *****
04/12 00:27:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.1316580966119918 Cmp ID: 348822558 Cmp Bid: 490
04/12 00:27:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.19160543128060653 Cmp ID: 348822558 Cmp Bid: 135
