07/12 05:24:00 FINE sim.Admin|Log for simulation 119 started
************************************************************
* Log for simulation 119 started
************************************************************


07/12 05:24:00 INFO sim.TACAdxSimulation|TACAA Simulation 119 is setting up...
07/12 05:24:00 INFO sim.TACAdxSimulation|Created Adx Agent
07/12 05:24:00 INFO sim.TACAdxSimulation|Created Demand Agent
07/12 05:24:00 FINE generators.PopulationUserGenerator|Generated 10000 tau.tac.adx.users.AdxUsers
07/12 05:24:00 FINE sim.ExternalAgent|agent00 setup with address adv1
07/12 05:24:00 FINE sim.ExternalAgent|sample setup with address adv2
07/12 05:24:00 FINE sim.ExternalAgent|bcm setup with address adv3
07/12 05:24:00 FINE sim.ExternalAgent|oos setup with address adv4
07/12 05:24:00 FINE sim.ExternalAgent|giza setup with address adv5
07/12 05:24:00 FINE sim.ExternalAgent|nitzan setup with address adv6
07/12 05:24:00 FINE sim.ExternalAgent|ibm setup with address adv7
07/12 05:24:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork simulationSetup
07/12 05:24:00 INFO publisher.AdxPublisherReportManagerImpl|AdxQueryReportManager created.
07/12 05:24:00 INFO adn.AdNetworkReportManagerImpl|AdxQueryReportManager created.
07/12 05:24:00 INFO agents.DemandAgent|setting up...
07/12 05:24:00 FINE agents.DemandAgent|Finished setup
07/12 05:24:01 INFO sim.Simulation|***** START OF TIME 0 *****
07/12 05:24:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1139320068, reachImps=7020, dayStart=1, dayEnd=5, targetSegment=[FEMALE, OLD], videoCoef=2.465088115588303, mobileCoef=2.0421834855261256, budgetMillis=7020, advertiser=adv1]
07/12 05:24:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5844645f event: tau.tac.adx.messages.UserClassificationServiceNotification@7b413393
07/12 05:24:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1299493478, reachImps=5882, dayStart=1, dayEnd=5, targetSegment=[MALE, YOUNG], videoCoef=2.783548526661697, mobileCoef=2.365387538428626, budgetMillis=5882, advertiser=adv2]
07/12 05:24:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5844645f event: tau.tac.adx.messages.UserClassificationServiceNotification@1cbf9c03
07/12 05:24:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1738700119, reachImps=10952, dayStart=1, dayEnd=5, targetSegment=[LOW_INCOME, FEMALE], videoCoef=2.7443176754230776, mobileCoef=1.6850680705411831, budgetMillis=10952, advertiser=adv3]
07/12 05:24:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5844645f event: tau.tac.adx.messages.UserClassificationServiceNotification@150d1f9b
07/12 05:24:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=2097309918, reachImps=10490, dayStart=1, dayEnd=5, targetSegment=[LOW_INCOME, OLD], videoCoef=2.87078489010116, mobileCoef=2.013073829491421, budgetMillis=10490, advertiser=adv4]
07/12 05:24:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5844645f event: tau.tac.adx.messages.UserClassificationServiceNotification@1d3dbcf9
