03/12 10:01:00 FINE sim.Admin|Log for simulation 37 started
************************************************************
* Log for simulation 37 started
************************************************************


03/12 10:01:00 INFO sim.TACAdxSimulation|TACAA Simulation 37 is setting up...
03/12 10:01:00 INFO sim.TACAdxSimulation|Created Adx Agent
03/12 10:01:00 INFO sim.TACAdxSimulation|Created Demand Agent
03/12 10:01:00 FINE generators.PopulationUserGenerator|Generated 10000 tau.tac.adx.users.AdxUsers
03/12 10:01:00 FINE sim.ExternalAgent|trial1 setup with address adv1
03/12 10:01:00 FINE sim.ExternalAgent|ibm setup with address adv2
03/12 10:01:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork simulationSetup
03/12 10:01:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-2 simulationSetup
03/12 10:01:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-3 simulationSetup
03/12 10:01:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-4 simulationSetup
03/12 10:01:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-5 simulationSetup
03/12 10:01:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-6 simulationSetup
03/12 10:01:00 INFO publisher.AdxPublisherReportManagerImpl|AdxQueryReportManager created.
03/12 10:01:00 INFO adn.AdNetworkReportManagerImpl|AdxQueryReportManager created.
03/12 10:01:00 INFO agents.DemandAgent|setting up...
03/12 10:01:00 FINE agents.DemandAgent|Finished setup
03/12 10:01:01 INFO sim.Simulation|***** START OF TIME 0 *****
03/12 10:01:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=436706075, reachImps=9077, dayStart=1, dayEnd=5, targetSegment=[MALE, LOW_INCOME], videoCoef=2.725291363073419, mobileCoef=1.8054580422955353, budgetMillis=9077, advertiser=adv1]
03/12 10:01:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4face066 event: tau.tac.adx.messages.UserClassificationServiceNotification@6e698d35
03/12 10:01:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=340775663, reachImps=9540, dayStart=1, dayEnd=5, targetSegment=[YOUNG, LOW_INCOME], videoCoef=2.1415496566622823, mobileCoef=1.9945487671065245, budgetMillis=9540, advertiser=adv2]
03/12 10:01:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4face066 event: tau.tac.adx.messages.UserClassificationServiceNotification@4f15dab8
03/12 10:01:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1737669868, reachImps=5590, dayStart=1, dayEnd=5, targetSegment=[YOUNG, FEMALE], videoCoef=2.7749092522183623, mobileCoef=2.3423871733273787, budgetMillis=5590, advertiser=DummyAdnetwork]
03/12 10:01:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4face066 event: tau.tac.adx.messages.UserClassificationServiceNotification@45b0850e
03/12 10:01:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=788721661, reachImps=9077, dayStart=1, dayEnd=5, targetSegment=[MALE, LOW_INCOME], videoCoef=2.157716868794724, mobileCoef=2.2543066136209013, budgetMillis=9077, advertiser=DummyAdnetwork-2]
03/12 10:01:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4face066 event: tau.tac.adx.messages.UserClassificationServiceNotification@4ea320bf
03/12 10:01:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1017417819, reachImps=6507, dayStart=1, dayEnd=5, targetSegment=[MALE, OLD], videoCoef=2.756546407226451, mobileCoef=2.325731189620878, budgetMillis=6507, advertiser=DummyAdnetwork-3]
03/12 10:01:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4face066 event: tau.tac.adx.messages.UserClassificationServiceNotification@7d7dea34
03/12 10:01:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1169723233, reachImps=10952, dayStart=1, dayEnd=5, targetSegment=[LOW_INCOME, FEMALE], videoCoef=2.1387560551208558, mobileCoef=2.33963778056418, budgetMillis=10952, advertiser=DummyAdnetwork-4]
03/12 10:01:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4face066 event: tau.tac.adx.messages.UserClassificationServiceNotification@12c9f9b1
03/12 10:01:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=175605243, reachImps=5590, dayStart=1, dayEnd=5, targetSegment=[YOUNG, FEMALE], videoCoef=2.1282473372098836, mobileCoef=1.9563564340553286, budgetMillis=5590, advertiser=DummyAdnetwork-5]
03/12 10:01:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4face066 event: tau.tac.adx.messages.UserClassificationServiceNotification@1849e2cb
03/12 10:01:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=420193572, reachImps=5882, dayStart=1, dayEnd=5, targetSegment=[MALE, YOUNG], videoCoef=2.262504104107865, mobileCoef=2.2829418454934274, budgetMillis=5882, advertiser=DummyAdnetwork-6]
03/12 10:01:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4face066 event: tau.tac.adx.messages.UserClassificationServiceNotification@44d2c3c5
03/12 10:01:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4face066 event: tau.tac.adx.messages.UserClassificationServiceNotification@723ccef9
03/12 10:01:01 INFO agents.DemandAgent|Day 0 :Notifying new campaign opportunity: CampaignImpl [id=624178639, reachImps=10088, dayStart=2, dayEnd=11, targetSegment=[FEMALE], videoCoef=2.431028440149733, mobileCoef=1.6044506556722509, budgetMillis=0, advertiser=null]
03/12 10:01:01 INFO sim.Simulation|***** START OF TIME 0 COMPLETE *****
03/12 10:01:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.16047610341079466 Cmp ID: 624178639 Cmp Bid: 6795
03/12 10:01:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.10835773097384377 Cmp ID: 624178639 Cmp Bid: 1366
03/12 10:01:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.11595334112359834 Cmp ID: 624178639 Cmp Bid: 2960
