03/12 01:31:00 FINE sim.Admin|Log for simulation 27 started
************************************************************
* Log for simulation 27 started
************************************************************


03/12 01:31:00 INFO sim.TACAdxSimulation|TACAA Simulation 27 is setting up...
03/12 01:31:00 INFO sim.TACAdxSimulation|Created Adx Agent
03/12 01:31:00 INFO sim.TACAdxSimulation|Created Demand Agent
03/12 01:31:00 FINE generators.PopulationUserGenerator|Generated 10000 tau.tac.adx.users.AdxUsers
03/12 01:31:00 FINE sim.ExternalAgent|trial1 setup with address adv1
03/12 01:31:00 FINE sim.ExternalAgent|ibm setup with address adv2
03/12 01:31:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork simulationSetup
03/12 01:31:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-2 simulationSetup
03/12 01:31:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-3 simulationSetup
03/12 01:31:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-4 simulationSetup
03/12 01:31:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-5 simulationSetup
03/12 01:31:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-6 simulationSetup
03/12 01:31:00 INFO publisher.AdxPublisherReportManagerImpl|AdxQueryReportManager created.
03/12 01:31:00 INFO adn.AdNetworkReportManagerImpl|AdxQueryReportManager created.
03/12 01:31:00 INFO agents.DemandAgent|setting up...
03/12 01:31:00 FINE agents.DemandAgent|Finished setup
03/12 01:31:01 INFO sim.Simulation|***** START OF TIME 0 *****
03/12 01:31:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=761430336, reachImps=3312, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, MALE], videoCoef=2.247154496432275, mobileCoef=2.1465727461910906, budgetMillis=3312, advertiser=adv1]
03/12 01:31:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@7ad617d9 event: tau.tac.adx.messages.UserClassificationServiceNotification@234609f4
03/12 01:31:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=666321003, reachImps=7020, dayStart=1, dayEnd=5, targetSegment=[FEMALE, OLD], videoCoef=2.063710355542924, mobileCoef=1.5360897372244346, budgetMillis=7020, advertiser=adv2]
03/12 01:31:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@7ad617d9 event: tau.tac.adx.messages.UserClassificationServiceNotification@66048285
03/12 01:31:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=740702531, reachImps=9540, dayStart=1, dayEnd=5, targetSegment=[LOW_INCOME, YOUNG], videoCoef=2.7444387320463663, mobileCoef=2.0016108393348286, budgetMillis=9540, advertiser=DummyAdnetwork]
03/12 01:31:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@7ad617d9 event: tau.tac.adx.messages.UserClassificationServiceNotification@3fbc9c9a
03/12 01:31:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=580200222, reachImps=5882, dayStart=1, dayEnd=5, targetSegment=[MALE, YOUNG], videoCoef=2.9817001104394176, mobileCoef=1.6163539397761912, budgetMillis=5882, advertiser=DummyAdnetwork-2]
03/12 01:31:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@7ad617d9 event: tau.tac.adx.messages.UserClassificationServiceNotification@60c79963
03/12 01:31:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=2100713497, reachImps=10490, dayStart=1, dayEnd=5, targetSegment=[LOW_INCOME, OLD], videoCoef=2.8990739071022076, mobileCoef=1.9247136047065148, budgetMillis=10490, advertiser=DummyAdnetwork-3]
03/12 01:31:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@7ad617d9 event: tau.tac.adx.messages.UserClassificationServiceNotification@26354369
03/12 01:31:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=756235622, reachImps=9077, dayStart=1, dayEnd=5, targetSegment=[LOW_INCOME, MALE], videoCoef=2.390181626587749, mobileCoef=2.4275540147864323, budgetMillis=9077, advertiser=DummyAdnetwork-4]
03/12 01:31:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@7ad617d9 event: tau.tac.adx.messages.UserClassificationServiceNotification@7143a526
