07/12 02:36:00 FINE sim.Admin|Log for simulation 99 started
************************************************************
* Log for simulation 99 started
************************************************************


07/12 02:36:00 INFO sim.TACAdxSimulation|TACAA Simulation 99 is setting up...
07/12 02:36:00 INFO sim.TACAdxSimulation|Created Adx Agent
07/12 02:36:00 INFO sim.TACAdxSimulation|Created Demand Agent
07/12 02:36:00 FINE generators.PopulationUserGenerator|Generated 10000 tau.tac.adx.users.AdxUsers
07/12 02:36:00 FINE sim.ExternalAgent|sample setup with address adv1
07/12 02:36:00 FINE sim.ExternalAgent|agent00 setup with address adv2
07/12 02:36:00 FINE sim.ExternalAgent|bcm setup with address adv3
07/12 02:36:00 FINE sim.ExternalAgent|oos setup with address adv4
07/12 02:36:00 FINE sim.ExternalAgent|giza setup with address adv5
07/12 02:36:00 FINE sim.ExternalAgent|nitzan setup with address adv6
07/12 02:36:00 FINE sim.ExternalAgent|ibm setup with address adv7
07/12 02:36:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork simulationSetup
07/12 02:36:00 INFO publisher.AdxPublisherReportManagerImpl|AdxQueryReportManager created.
07/12 02:36:00 INFO adn.AdNetworkReportManagerImpl|AdxQueryReportManager created.
07/12 02:36:00 INFO agents.DemandAgent|setting up...
07/12 02:36:00 FINE agents.DemandAgent|Finished setup
07/12 02:36:01 INFO sim.Simulation|***** START OF TIME 0 *****
07/12 02:36:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=875998397, reachImps=7020, dayStart=1, dayEnd=5, targetSegment=[OLD, FEMALE], videoCoef=2.579589219685872, mobileCoef=1.9599711238473527, budgetMillis=7020, advertiser=adv1]
07/12 02:36:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@791d29f1 event: tau.tac.adx.messages.UserClassificationServiceNotification@6663aa6b
07/12 02:36:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=2092468593, reachImps=10490, dayStart=1, dayEnd=5, targetSegment=[OLD, LOW_INCOME], videoCoef=2.25528497533019, mobileCoef=2.269765419262689, budgetMillis=10490, advertiser=adv2]
07/12 02:36:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@791d29f1 event: tau.tac.adx.messages.UserClassificationServiceNotification@34d2d052
07/12 02:36:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=605037976, reachImps=3037, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, OLD], videoCoef=2.2264905053998483, mobileCoef=1.6123712961329826, budgetMillis=3037, advertiser=adv3]
07/12 02:36:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@791d29f1 event: tau.tac.adx.messages.UserClassificationServiceNotification@5fdbf383
07/12 02:36:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1729104392, reachImps=10952, dayStart=1, dayEnd=5, targetSegment=[LOW_INCOME, FEMALE], videoCoef=2.2230240070840424, mobileCoef=1.5674274713822163, budgetMillis=10952, advertiser=adv4]
07/12 02:36:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@791d29f1 event: tau.tac.adx.messages.UserClassificationServiceNotification@45e216f8
07/12 02:36:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1627117369, reachImps=5882, dayStart=1, dayEnd=5, targetSegment=[MALE, YOUNG], videoCoef=2.5520371690695125, mobileCoef=1.9873359432883249, budgetMillis=5882, advertiser=adv5]
07/12 02:36:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@791d29f1 event: tau.tac.adx.messages.UserClassificationServiceNotification@603c674e
07/12 02:36:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=127623435, reachImps=3037, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, OLD], videoCoef=2.175615265320289, mobileCoef=1.8230528743160155, budgetMillis=3037, advertiser=adv6]
07/12 02:36:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@791d29f1 event: tau.tac.adx.messages.UserClassificationServiceNotification@521bf2d6
07/12 02:36:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1818731955, reachImps=1932, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, YOUNG], videoCoef=2.699101529852337, mobileCoef=1.873881329633253, budgetMillis=1932, advertiser=adv7]
07/12 02:36:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@791d29f1 event: tau.tac.adx.messages.UserClassificationServiceNotification@6fe2b966
07/12 02:36:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=858590888, reachImps=10490, dayStart=1, dayEnd=5, targetSegment=[OLD, LOW_INCOME], videoCoef=2.4183605135786346, mobileCoef=1.9531179841379145, budgetMillis=10490, advertiser=DummyAdnetwork]
07/12 02:36:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@791d29f1 event: tau.tac.adx.messages.UserClassificationServiceNotification@3e2dd759
07/12 02:36:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@791d29f1 event: tau.tac.adx.messages.UserClassificationServiceNotification@6f36a712
07/12 02:36:01 INFO agents.DemandAgent|Day 0 :Notifying new campaign opportunity: CampaignImpl [id=367331867, reachImps=1939, dayStart=2, dayEnd=4, targetSegment=[HIGH_INCOME, MALE, OLD], videoCoef=2.860274454588029, mobileCoef=1.546728169001558, budgetMillis=0, advertiser=null]
07/12 02:36:01 INFO sim.Simulation|***** START OF TIME 0 COMPLETE *****
07/12 02:36:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.15164915787469996 Cmp ID: 367331867 Cmp Bid: 1504
07/12 02:36:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from adv5 : UCS Bid: 0.10486747356226739 Cmp ID: 367331867 Cmp Bid: 1938
07/12 02:36:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from adv4 : UCS Bid: 0.15368024099742425 Cmp ID: 367331867 Cmp Bid: 250
07/12 02:36:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from adv3 : UCS Bid: 0.30000000000000004 Cmp ID: 367331867 Cmp Bid: 1939
07/12 02:36:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from adv2 : UCS Bid: 0.1 Cmp ID: 367331867 Cmp Bid: 194
07/12 02:36:03 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from adv6 : UCS Bid: 1.5 Cmp ID: 367331867 Cmp Bid: 1929
07/12 02:36:10 INFO sim.Simulation|***** START OF TIME 1 *****
07/12 02:36:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork
07/12 02:36:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #858590888 at price 10.49
07/12 02:36:10 INFO demand.CampaignImpl|Applied daily limit for campaign #858590888 at price 10.49
07/12 02:36:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: adv7
07/12 02:36:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1818731955 at price 1.932
07/12 02:36:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1818731955 at price 1.932
07/12 02:36:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: adv1
07/12 02:36:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #875998397 at price 7.02
07/12 02:36:10 INFO demand.CampaignImpl|Applied daily limit for campaign #875998397 at price 7.02
07/12 02:36:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: adv5
07/12 02:36:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1627117369 at price 5.882
07/12 02:36:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1627117369 at price 5.882
07/12 02:36:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: adv3
07/12 02:36:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #605037976 at price 2.27775
07/12 02:36:10 INFO demand.CampaignImpl|Applied daily limit for campaign #605037976 at price 2.27775
07/12 02:36:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: adv4
07/12 02:36:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: adv2
