02/12 23:13:00 FINE sim.Admin|Log for simulation 15 started
************************************************************
* Log for simulation 15 started
************************************************************


02/12 23:13:00 INFO sim.TACAdxSimulation|TACAA Simulation 15 is setting up...
02/12 23:13:00 INFO sim.TACAdxSimulation|Created Adx Agent
02/12 23:13:00 INFO sim.TACAdxSimulation|Created Demand Agent
02/12 23:13:00 FINE generators.PopulationUserGenerator|Generated 10000 tau.tac.adx.users.AdxUsers
02/12 23:13:00 FINE sim.ExternalAgent|trial1 setup with address adv1
02/12 23:13:00 FINE sim.ExternalAgent|ibm setup with address adv2
02/12 23:13:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork simulationSetup
02/12 23:13:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-2 simulationSetup
02/12 23:13:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-3 simulationSetup
02/12 23:13:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-4 simulationSetup
02/12 23:13:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-5 simulationSetup
02/12 23:13:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-6 simulationSetup
02/12 23:13:00 INFO publisher.AdxPublisherReportManagerImpl|AdxQueryReportManager created.
02/12 23:13:00 INFO adn.AdNetworkReportManagerImpl|AdxQueryReportManager created.
02/12 23:13:00 INFO agents.DemandAgent|setting up...
02/12 23:13:00 FINE agents.DemandAgent|Finished setup
02/12 23:13:01 INFO sim.Simulation|***** START OF TIME 0 *****
02/12 23:13:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1285971124, reachImps=10952, dayStart=1, dayEnd=5, targetSegment=[LOW_INCOME, FEMALE], videoCoef=2.726912625722094, mobileCoef=2.357333438564159, budgetMillis=10952, advertiser=adv1]
02/12 23:13:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@122fe218 event: tau.tac.adx.messages.UserClassificationServiceNotification@4f8a398b
02/12 23:13:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1489986396, reachImps=7020, dayStart=1, dayEnd=5, targetSegment=[OLD, FEMALE], videoCoef=2.493211012904315, mobileCoef=1.7327434779236035, budgetMillis=7020, advertiser=adv2]
02/12 23:13:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@122fe218 event: tau.tac.adx.messages.UserClassificationServiceNotification@5d711799
02/12 23:13:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=815989005, reachImps=3312, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, MALE], videoCoef=2.1375726483931836, mobileCoef=2.4078898051711475, budgetMillis=3312, advertiser=DummyAdnetwork]
02/12 23:13:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@122fe218 event: tau.tac.adx.messages.UserClassificationServiceNotification@2efb30f3
02/12 23:13:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=227374067, reachImps=7020, dayStart=1, dayEnd=5, targetSegment=[OLD, FEMALE], videoCoef=2.604541221338538, mobileCoef=2.1172163515301112, budgetMillis=7020, advertiser=DummyAdnetwork-2]
02/12 23:13:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@122fe218 event: tau.tac.adx.messages.UserClassificationServiceNotification@58956004
02/12 23:13:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1888926066, reachImps=9077, dayStart=1, dayEnd=5, targetSegment=[MALE, LOW_INCOME], videoCoef=2.8209233457708303, mobileCoef=1.502622238989948, budgetMillis=9077, advertiser=DummyAdnetwork-3]
02/12 23:13:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@122fe218 event: tau.tac.adx.messages.UserClassificationServiceNotification@79d633b
02/12 23:13:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1642699472, reachImps=9540, dayStart=1, dayEnd=5, targetSegment=[YOUNG, LOW_INCOME], videoCoef=2.8157616849408216, mobileCoef=2.4490108911964716, budgetMillis=9540, advertiser=DummyAdnetwork-4]
02/12 23:13:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@122fe218 event: tau.tac.adx.messages.UserClassificationServiceNotification@120f43a9
02/12 23:13:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1469527475, reachImps=7020, dayStart=1, dayEnd=5, targetSegment=[OLD, FEMALE], videoCoef=2.738118056775437, mobileCoef=2.302708241246882, budgetMillis=7020, advertiser=DummyAdnetwork-5]
02/12 23:13:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@122fe218 event: tau.tac.adx.messages.UserClassificationServiceNotification@3bff10c1
02/12 23:13:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=384643700, reachImps=6507, dayStart=1, dayEnd=5, targetSegment=[MALE, OLD], videoCoef=2.689704187005387, mobileCoef=2.3770176421708173, budgetMillis=6507, advertiser=DummyAdnetwork-6]
02/12 23:13:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@122fe218 event: tau.tac.adx.messages.UserClassificationServiceNotification@7e97290b
02/12 23:13:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@122fe218 event: tau.tac.adx.messages.UserClassificationServiceNotification@10c3b1c7
02/12 23:13:01 INFO agents.DemandAgent|Day 0 :Notifying new campaign opportunity: CampaignImpl [id=1400492550, reachImps=9604, dayStart=2, dayEnd=6, targetSegment=[OLD, LOW_INCOME, FEMALE], videoCoef=2.3417638671686727, mobileCoef=1.773535340955814, budgetMillis=0, advertiser=null]
02/12 23:13:01 INFO sim.Simulation|***** START OF TIME 0 COMPLETE *****
02/12 23:13:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.15963957756600827 Cmp ID: 1400492550 Cmp Bid: 8057
02/12 23:13:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.1697725579541814 Cmp ID: 1400492550 Cmp Bid: 8265
02/12 23:13:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.1523421216853197 Cmp ID: 1400492550 Cmp Bid: 6127
02/12 23:13:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.14280898703056594 Cmp ID: 1400492550 Cmp Bid: 6108
02/12 23:13:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.1405500160256058 Cmp ID: 1400492550 Cmp Bid: 974
02/12 23:13:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.10982958149003877 Cmp ID: 1400492550 Cmp Bid: 5707
02/12 23:13:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from adv2 : UCS Bid: 0.2 Cmp ID: 1400492550 Cmp Bid: 961
02/12 23:13:10 INFO sim.Simulation|***** START OF TIME 1 *****
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #815989005 at price 3.312
02/12 23:13:10 INFO demand.CampaignImpl|Applied daily limit for campaign #815989005 at price 3.312
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-2
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #227374067 at price 7.02
02/12 23:13:10 INFO demand.CampaignImpl|Applied daily limit for campaign #227374067 at price 7.02
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-3
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1888926066 at price 9.077
02/12 23:13:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1888926066 at price 9.077
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-4
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1642699472 at price 9.54
02/12 23:13:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1642699472 at price 9.54
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-5
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1469527475 at price 7.02
02/12 23:13:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1469527475 at price 7.02
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-6
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #384643700 at price 6.507
02/12 23:13:10 INFO demand.CampaignImpl|Applied daily limit for campaign #384643700 at price 6.507
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: adv1
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1285971124 at price 10.952
02/12 23:13:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1285971124 at price 10.952
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1285971124 at price 10.952
02/12 23:13:10 INFO demand.CampaignImpl|Applied total limit for campaign #1285971124 at price 10.952
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: adv2
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1489986396 at price 7.02
02/12 23:13:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1489986396 at price 7.02
02/12 23:13:10 INFO agents.DemandAgent|Day 1 : Auction pending campaign: CampaignImpl [id=1400492550, reachImps=9604, dayStart=2, dayEnd=6, targetSegment=[OLD, LOW_INCOME, FEMALE], videoCoef=2.3417638671686727, mobileCoef=1.773535340955814, budgetMillis=0, advertiser=null]
02/12 23:13:10 FINE agents.DemandAgent|Day 1 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.0DummyAdnetwork-4: 1.0adv2: 1.0DummyAdnetwork-3: 1.0adv1: 1.0DummyAdnetwork-2: 1.0DummyAdnetwork-6: 1.0DummyAdnetwork: 1.0
02/12 23:13:10 FINE agents.DemandAgent|Day 1 :Reporting campaign auction results... CampaignImpl [id=1400492550, reachImps=9604, dayStart=2, dayEnd=6, targetSegment=[OLD, LOW_INCOME, FEMALE], videoCoef=2.3417638671686727, mobileCoef=1.773535340955814, budgetMillis=974, advertiser=adv2]
02/12 23:13:10 FINE agents.DemandAgent|Day 1 :Reporting UCS auction results... DummyAdnetwork-5[efday=1, level=1.0, price=0.0] DummyAdnetwork-4[efday=1, level=1.0, price=0.0] adv2[efday=1, level=1.0, price=0.0] DummyAdnetwork-3[efday=1, level=1.0, price=0.0] adv1[efday=1, level=1.0, price=0.0] DummyAdnetwork-2[efday=1, level=1.0, price=0.0] DummyAdnetwork-6[efday=1, level=1.0, price=0.0] DummyAdnetwork[efday=1, level=1.0, price=0.0] 
02/12 23:13:10 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@122fe218 event: tau.tac.adx.messages.UserClassificationServiceNotification@5dcff190
02/12 23:13:10 INFO agents.DemandAgent|Day 1 :Notifying new campaign opportunity: CampaignImpl [id=1686213244, reachImps=153, dayStart=3, dayEnd=5, targetSegment=[HIGH_INCOME, YOUNG, FEMALE], videoCoef=2.7656126216766275, mobileCoef=2.3167748536339956, budgetMillis=0, advertiser=null]
02/12 23:13:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for sears
02/12 23:13:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for bestbuy
02/12 23:13:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for webmd
02/12 23:13:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for ask
02/12 23:13:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for msn
02/12 23:13:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for fox
02/12 23:13:10 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: adv1 to the event bus
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: adv1 to the event bus
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: adv2 to the event bus
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: adv2 to the event bus
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: DummyAdnetwork to the event bus
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: DummyAdnetwork to the event bus
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: DummyAdnetwork-2 to the event bus
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: DummyAdnetwork-2 to the event bus
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: DummyAdnetwork-3 to the event bus
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: DummyAdnetwork-3 to the event bus
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: DummyAdnetwork-4 to the event bus
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: DummyAdnetwork-4 to the event bus
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: DummyAdnetwork-5 to the event bus
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: DummyAdnetwork-5 to the event bus
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: DummyAdnetwork-6 to the event bus
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: DummyAdnetwork-6 to the event bus
02/12 23:13:10 SEVERE demand.CampaignImpl|Campaign #1285971124 impressed while over limit. Current cost: 1.0552386305855048 Budget limit: 10.952
02/12 23:13:10 INFO agents.DemandAgent|Posting DIRECTLY to CampaignLimitReached to the event bus for campaign #1285971124 advertiser name: adv1
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #1285971124 due to limit. My name is DummyAdnetwork-3
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #1285971124 due to limit. My name is adv2
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #1285971124 due to limit. My name is adv1
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #1285971124 due to limit. My name is DummyAdnetwork-4
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #1285971124 due to limit. My name is DummyAdnetwork
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #1285971124 due to limit. My name is DummyAdnetwork-6
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #1285971124 due to limit. My name is DummyAdnetwork-2
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #1285971124 due to limit. My name is DummyAdnetwork-5
02/12 23:13:10 INFO agents.DemandAgent|Posting CampaignLimitReached to the event bus for campaign #1285971124 advertiser name: adv1
02/12 23:13:10 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #1285971124 due to limit
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #1285971124 due to limit. My name is adv1
02/12 23:13:10 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #1285971124 due to limit
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #1285971124 due to limit. My name is DummyAdnetwork
02/12 23:13:10 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #1285971124 due to limit
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #1285971124 due to limit. My name is DummyAdnetwork-6
02/12 23:13:10 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #1285971124 due to limit
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #1285971124 due to limit. My name is DummyAdnetwork-5
02/12 23:13:10 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #1285971124 due to limit
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #1285971124 due to limit. My name is adv2
02/12 23:13:10 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #1285971124 due to limit
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #1285971124 due to limit. My name is DummyAdnetwork-2
02/12 23:13:10 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #1285971124 due to limit
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #1285971124 due to limit. My name is DummyAdnetwork-3
02/12 23:13:10 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #1285971124 due to limit
02/12 23:13:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #1285971124 due to limit. My name is DummyAdnetwork-4
02/12 23:13:10 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 371
02/12 23:13:10 INFO sim.Simulation|***** START OF TIME 1 COMPLETE *****
02/12 23:13:10 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.12945011070442994 Cmp ID: 1686213244 Cmp Bid: 96
02/12 23:13:10 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.17935220220231649 Cmp ID: 1686213244 Cmp Bid: 6
02/12 23:13:10 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.15653732157724698 Cmp ID: 1686213244 Cmp Bid: 119
02/12 23:13:10 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.15555433139825836 Cmp ID: 1686213244 Cmp Bid: 151
02/12 23:13:10 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.17756857150697222 Cmp ID: 1686213244 Cmp Bid: 52
02/12 23:13:10 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.14664744142390834 Cmp ID: 1686213244 Cmp Bid: 143
02/12 23:13:10 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from adv2 : UCS Bid: 0.2 Cmp ID: 1686213244 Cmp Bid: 153
02/12 23:13:10 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from adv1 : UCS Bid: 0.22000000000000003 Cmp ID: 1686213244 Cmp Bid: 153
02/12 23:13:20 INFO sim.Simulation|***** START OF TIME 2 *****
02/12 23:13:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #815989005 at price 3.312
02/12 23:13:20 INFO demand.CampaignImpl|Applied daily limit for campaign #815989005 at price 3.312
02/12 23:13:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #227374067 at price 7.02
02/12 23:13:20 INFO demand.CampaignImpl|Applied daily limit for campaign #227374067 at price 7.02
02/12 23:13:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1888926066 at price 9.077
02/12 23:13:20 INFO demand.CampaignImpl|Applied daily limit for campaign #1888926066 at price 9.077
02/12 23:13:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1642699472 at price 9.54
02/12 23:13:20 INFO demand.CampaignImpl|Applied daily limit for campaign #1642699472 at price 9.54
02/12 23:13:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1469527475 at price 7.02
02/12 23:13:20 INFO demand.CampaignImpl|Applied daily limit for campaign #1469527475 at price 7.02
