06/12 23:56:00 FINE sim.Admin|Log for simulation 83 started
************************************************************
* Log for simulation 83 started
************************************************************


06/12 23:56:00 INFO sim.TACAdxSimulation|TACAA Simulation 83 is setting up...
06/12 23:56:00 INFO sim.TACAdxSimulation|Created Adx Agent
06/12 23:56:00 INFO sim.TACAdxSimulation|Created Demand Agent
06/12 23:56:00 FINE generators.PopulationUserGenerator|Generated 10000 tau.tac.adx.users.AdxUsers
06/12 23:56:00 FINE sim.ExternalAgent|agent00 setup with address adv1
06/12 23:56:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork simulationSetup
06/12 23:56:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-2 simulationSetup
06/12 23:56:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-3 simulationSetup
06/12 23:56:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-4 simulationSetup
06/12 23:56:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-5 simulationSetup
06/12 23:56:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-6 simulationSetup
06/12 23:56:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-7 simulationSetup
06/12 23:56:00 INFO publisher.AdxPublisherReportManagerImpl|AdxQueryReportManager created.
06/12 23:56:00 INFO adn.AdNetworkReportManagerImpl|AdxQueryReportManager created.
06/12 23:56:00 INFO agents.DemandAgent|setting up...
06/12 23:56:00 FINE agents.DemandAgent|Finished setup
06/12 23:56:01 INFO sim.Simulation|***** START OF TIME 0 *****
06/12 23:56:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1052601699, reachImps=6507, dayStart=1, dayEnd=5, targetSegment=[OLD, MALE], videoCoef=2.776161121104255, mobileCoef=1.9202449569444553, budgetMillis=6507, advertiser=adv1]
06/12 23:56:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5ed473e7 event: tau.tac.adx.messages.UserClassificationServiceNotification@3799f679
06/12 23:56:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1444058223, reachImps=5882, dayStart=1, dayEnd=5, targetSegment=[YOUNG, MALE], videoCoef=2.6714976078405988, mobileCoef=2.2179873939502808, budgetMillis=5882, advertiser=DummyAdnetwork]
06/12 23:56:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5ed473e7 event: tau.tac.adx.messages.UserClassificationServiceNotification@25c209fd
06/12 23:56:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1492389353, reachImps=1932, dayStart=1, dayEnd=5, targetSegment=[YOUNG, HIGH_INCOME], videoCoef=2.974353566738753, mobileCoef=1.6952807655408704, budgetMillis=1932, advertiser=DummyAdnetwork-2]
06/12 23:56:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5ed473e7 event: tau.tac.adx.messages.UserClassificationServiceNotification@20a612b0
06/12 23:56:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1649756967, reachImps=9540, dayStart=1, dayEnd=5, targetSegment=[YOUNG, LOW_INCOME], videoCoef=2.390947855915843, mobileCoef=2.2521370484740624, budgetMillis=9540, advertiser=DummyAdnetwork-3]
06/12 23:56:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5ed473e7 event: tau.tac.adx.messages.UserClassificationServiceNotification@57ed2b71
06/12 23:56:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=797900576, reachImps=1932, dayStart=1, dayEnd=5, targetSegment=[YOUNG, HIGH_INCOME], videoCoef=2.5634567309786958, mobileCoef=2.273447651099048, budgetMillis=1932, advertiser=DummyAdnetwork-4]
06/12 23:56:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5ed473e7 event: tau.tac.adx.messages.UserClassificationServiceNotification@3fad4bf3
06/12 23:56:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=2003379026, reachImps=1657, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, FEMALE], videoCoef=2.9252161049941767, mobileCoef=1.6866797380857022, budgetMillis=1657, advertiser=DummyAdnetwork-5]
