07/12 05:18:00 FINE sim.Admin|Log for simulation 118 started
************************************************************
* Log for simulation 118 started
************************************************************


07/12 05:18:00 INFO sim.TACAdxSimulation|TACAA Simulation 118 is setting up...
07/12 05:18:00 INFO sim.TACAdxSimulation|Created Adx Agent
07/12 05:18:00 INFO sim.TACAdxSimulation|Created Demand Agent
07/12 05:18:00 FINE generators.PopulationUserGenerator|Generated 10000 tau.tac.adx.users.AdxUsers
07/12 05:18:00 FINE sim.ExternalAgent|agent00 setup with address adv1
07/12 05:18:00 FINE sim.ExternalAgent|sample setup with address adv2
07/12 05:18:00 FINE sim.ExternalAgent|bcm setup with address adv3
07/12 05:18:00 FINE sim.ExternalAgent|oos setup with address adv4
07/12 05:18:00 FINE sim.ExternalAgent|giza setup with address adv5
07/12 05:18:00 FINE sim.ExternalAgent|nitzan setup with address adv6
07/12 05:18:00 FINE sim.ExternalAgent|ibm setup with address adv7
07/12 05:18:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork simulationSetup
07/12 05:18:00 INFO publisher.AdxPublisherReportManagerImpl|AdxQueryReportManager created.
07/12 05:18:00 INFO adn.AdNetworkReportManagerImpl|AdxQueryReportManager created.
07/12 05:18:00 INFO agents.DemandAgent|setting up...
07/12 05:18:00 FINE agents.DemandAgent|Finished setup
07/12 05:18:01 INFO sim.Simulation|***** START OF TIME 0 *****
07/12 05:18:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1875495036, reachImps=7020, dayStart=1, dayEnd=5, targetSegment=[OLD, FEMALE], videoCoef=2.4030202048062317, mobileCoef=1.7216900843661185, budgetMillis=7020, advertiser=adv1]
07/12 05:18:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@72e7f5ba event: tau.tac.adx.messages.UserClassificationServiceNotification@51af7d54
07/12 05:18:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1737653843, reachImps=1932, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, YOUNG], videoCoef=2.7334665197614707, mobileCoef=2.477584137377434, budgetMillis=1932, advertiser=adv2]
07/12 05:18:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@72e7f5ba event: tau.tac.adx.messages.UserClassificationServiceNotification@752ca387
07/12 05:18:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=942396093, reachImps=7020, dayStart=1, dayEnd=5, targetSegment=[OLD, FEMALE], videoCoef=2.177793992209905, mobileCoef=2.187409808790546, budgetMillis=7020, advertiser=adv3]
