03/12 01:14:00 FINE sim.Admin|Log for simulation 25 started
************************************************************
* Log for simulation 25 started
************************************************************


03/12 01:14:00 INFO sim.TACAdxSimulation|TACAA Simulation 25 is setting up...
03/12 01:14:00 INFO sim.TACAdxSimulation|Created Adx Agent
03/12 01:14:00 INFO sim.TACAdxSimulation|Created Demand Agent
03/12 01:14:00 FINE generators.PopulationUserGenerator|Generated 10000 tau.tac.adx.users.AdxUsers
03/12 01:14:00 FINE sim.ExternalAgent|trial1 setup with address adv1
03/12 01:14:00 FINE sim.ExternalAgent|ibm setup with address adv2
03/12 01:14:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork simulationSetup
03/12 01:14:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-2 simulationSetup
03/12 01:14:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-3 simulationSetup
03/12 01:14:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-4 simulationSetup
03/12 01:14:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-5 simulationSetup
03/12 01:14:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-6 simulationSetup
03/12 01:14:00 INFO publisher.AdxPublisherReportManagerImpl|AdxQueryReportManager created.
03/12 01:14:00 INFO adn.AdNetworkReportManagerImpl|AdxQueryReportManager created.
03/12 01:14:00 INFO agents.DemandAgent|setting up...
03/12 01:14:00 FINE agents.DemandAgent|Finished setup
03/12 01:14:01 INFO sim.Simulation|***** START OF TIME 0 *****
03/12 01:14:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1007066279, reachImps=10490, dayStart=1, dayEnd=5, targetSegment=[LOW_INCOME, OLD], videoCoef=2.1433115028910827, mobileCoef=2.3388236798871045, budgetMillis=10490, advertiser=adv1]
03/12 01:14:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4b38bf72 event: tau.tac.adx.messages.UserClassificationServiceNotification@2b62b581
03/12 01:14:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1757112686, reachImps=1932, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, YOUNG], videoCoef=2.0383388430068523, mobileCoef=1.8829504578053617, budgetMillis=1932, advertiser=adv2]
03/12 01:14:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4b38bf72 event: tau.tac.adx.messages.UserClassificationServiceNotification@58720d69
03/12 01:14:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1447033402, reachImps=6507, dayStart=1, dayEnd=5, targetSegment=[MALE, OLD], videoCoef=2.7194442029274257, mobileCoef=1.9426716834754334, budgetMillis=6507, advertiser=DummyAdnetwork]
03/12 01:14:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4b38bf72 event: tau.tac.adx.messages.UserClassificationServiceNotification@68cf83c1
03/12 01:14:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1527539631, reachImps=3037, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, OLD], videoCoef=2.600023999100669, mobileCoef=2.4155768605417176, budgetMillis=3037, advertiser=DummyAdnetwork-2]
