03/12 11:18:00 FINE sim.Admin|Log for simulation 44 started
************************************************************
* Log for simulation 44 started
************************************************************


03/12 11:18:00 INFO sim.TACAdxSimulation|TACAA Simulation 44 is setting up...
03/12 11:18:00 INFO sim.TACAdxSimulation|Created Adx Agent
03/12 11:18:00 INFO sim.TACAdxSimulation|Created Demand Agent
03/12 11:18:00 FINE generators.PopulationUserGenerator|Generated 10000 tau.tac.adx.users.AdxUsers
03/12 11:18:00 FINE sim.ExternalAgent|trial1 setup with address adv1
03/12 11:18:00 FINE sim.ExternalAgent|ibm setup with address adv2
03/12 11:18:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork simulationSetup
03/12 11:18:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-2 simulationSetup
03/12 11:18:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-3 simulationSetup
03/12 11:18:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-4 simulationSetup
03/12 11:18:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-5 simulationSetup
03/12 11:18:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-6 simulationSetup
03/12 11:18:00 INFO publisher.AdxPublisherReportManagerImpl|AdxQueryReportManager created.
03/12 11:18:00 INFO adn.AdNetworkReportManagerImpl|AdxQueryReportManager created.
03/12 11:18:00 INFO agents.DemandAgent|setting up...
03/12 11:18:00 FINE agents.DemandAgent|Finished setup
03/12 11:18:00 INFO sim.Simulation|***** START OF TIME 0 *****
03/12 11:18:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=163383756, reachImps=1657, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, FEMALE], videoCoef=2.647512089514254, mobileCoef=2.4069283847537855, budgetMillis=1657, advertiser=adv1]
03/12 11:18:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4face066 event: tau.tac.adx.messages.UserClassificationServiceNotification@77af68b
03/12 11:18:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=54878908, reachImps=6507, dayStart=1, dayEnd=5, targetSegment=[MALE, OLD], videoCoef=2.6030742389136554, mobileCoef=2.05299466074791, budgetMillis=6507, advertiser=adv2]
03/12 11:18:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4face066 event: tau.tac.adx.messages.UserClassificationServiceNotification@4647fcb0
03/12 11:18:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=659914461, reachImps=7020, dayStart=1, dayEnd=5, targetSegment=[OLD, FEMALE], videoCoef=2.7479376087272165, mobileCoef=1.691571244978932, budgetMillis=7020, advertiser=DummyAdnetwork]
03/12 11:18:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4face066 event: tau.tac.adx.messages.UserClassificationServiceNotification@77cb1a12
03/12 11:18:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1597228757, reachImps=9077, dayStart=1, dayEnd=5, targetSegment=[MALE, LOW_INCOME], videoCoef=2.215447032664532, mobileCoef=1.539423960115946, budgetMillis=9077, advertiser=DummyAdnetwork-2]
03/12 11:18:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4face066 event: tau.tac.adx.messages.UserClassificationServiceNotification@266803ff
03/12 11:18:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=709309049, reachImps=7020, dayStart=1, dayEnd=5, targetSegment=[OLD, FEMALE], videoCoef=2.2521380020184143, mobileCoef=1.870093814024062, budgetMillis=7020, advertiser=DummyAdnetwork-3]
03/12 11:18:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4face066 event: tau.tac.adx.messages.UserClassificationServiceNotification@573b6a9
03/12 11:18:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1144507836, reachImps=3037, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, OLD], videoCoef=2.2349229757228883, mobileCoef=1.9306007043133575, budgetMillis=3037, advertiser=DummyAdnetwork-4]
03/12 11:18:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4face066 event: tau.tac.adx.messages.UserClassificationServiceNotification@2226593e
03/12 11:18:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=828466169, reachImps=7020, dayStart=1, dayEnd=5, targetSegment=[OLD, FEMALE], videoCoef=2.7861855521320873, mobileCoef=2.1264925612870305, budgetMillis=7020, advertiser=DummyAdnetwork-5]
03/12 11:18:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4face066 event: tau.tac.adx.messages.UserClassificationServiceNotification@29bf5d82
03/12 11:18:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1402941220, reachImps=3037, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, OLD], videoCoef=2.1230381060026016, mobileCoef=2.0961545051128794, budgetMillis=3037, advertiser=DummyAdnetwork-6]
03/12 11:18:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4face066 event: tau.tac.adx.messages.UserClassificationServiceNotification@43e063c0
03/12 11:18:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4face066 event: tau.tac.adx.messages.UserClassificationServiceNotification@79a4aeee
03/12 11:18:00 INFO agents.DemandAgent|Day 0 :Notifying new campaign opportunity: CampaignImpl [id=707047189, reachImps=15904, dayStart=2, dayEnd=11, targetSegment=[HIGH_INCOME], videoCoef=2.062874747182738, mobileCoef=2.2375193560465565, budgetMillis=0, advertiser=null]
03/12 11:18:00 INFO sim.Simulation|***** START OF TIME 0 COMPLETE *****
