03/12 12:02:00 FINE sim.Admin|Log for simulation 46 started
************************************************************
* Log for simulation 46 started
************************************************************


03/12 12:02:00 INFO sim.TACAdxSimulation|TACAA Simulation 46 is setting up...
03/12 12:02:00 INFO sim.TACAdxSimulation|Created Adx Agent
03/12 12:02:00 INFO sim.TACAdxSimulation|Created Demand Agent
03/12 12:02:00 FINE generators.PopulationUserGenerator|Generated 10000 tau.tac.adx.users.AdxUsers
03/12 12:02:00 FINE sim.ExternalAgent|ibm setup with address adv1
03/12 12:02:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork simulationSetup
03/12 12:02:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-2 simulationSetup
03/12 12:02:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-3 simulationSetup
03/12 12:02:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-4 simulationSetup
03/12 12:02:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-5 simulationSetup
03/12 12:02:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-6 simulationSetup
03/12 12:02:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-7 simulationSetup
03/12 12:02:00 INFO publisher.AdxPublisherReportManagerImpl|AdxQueryReportManager created.
03/12 12:02:00 INFO adn.AdNetworkReportManagerImpl|AdxQueryReportManager created.
03/12 12:02:00 INFO agents.DemandAgent|setting up...
03/12 12:02:00 FINE agents.DemandAgent|Finished setup
03/12 12:02:01 INFO sim.Simulation|***** START OF TIME 0 *****
03/12 12:02:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1332092854, reachImps=5590, dayStart=1, dayEnd=5, targetSegment=[YOUNG, FEMALE], videoCoef=2.1831330169081546, mobileCoef=2.191196499147081, budgetMillis=5590, advertiser=adv1]
03/12 12:02:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4963e205 event: tau.tac.adx.messages.UserClassificationServiceNotification@38b68a4d
03/12 12:02:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=25605988, reachImps=9540, dayStart=1, dayEnd=5, targetSegment=[YOUNG, LOW_INCOME], videoCoef=2.1394290060602357, mobileCoef=1.9686188487517593, budgetMillis=9540, advertiser=DummyAdnetwork]
03/12 12:02:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4963e205 event: tau.tac.adx.messages.UserClassificationServiceNotification@b176eed
03/12 12:02:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1563612736, reachImps=1932, dayStart=1, dayEnd=5, targetSegment=[YOUNG, HIGH_INCOME], videoCoef=2.5663744929531687, mobileCoef=1.6626121284660256, budgetMillis=1932, advertiser=DummyAdnetwork-2]
03/12 12:02:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4963e205 event: tau.tac.adx.messages.UserClassificationServiceNotification@515adb49
03/12 12:02:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1699965841, reachImps=1932, dayStart=1, dayEnd=5, targetSegment=[YOUNG, HIGH_INCOME], videoCoef=2.7590905802835777, mobileCoef=1.9601561062449673, budgetMillis=1932, advertiser=DummyAdnetwork-3]
03/12 12:02:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4963e205 event: tau.tac.adx.messages.UserClassificationServiceNotification@558311d0
03/12 12:02:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=516443638, reachImps=1657, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, FEMALE], videoCoef=2.6589280893632745, mobileCoef=2.4117925947504957, budgetMillis=1657, advertiser=DummyAdnetwork-4]
03/12 12:02:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4963e205 event: tau.tac.adx.messages.UserClassificationServiceNotification@194f4df5
03/12 12:02:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1732162222, reachImps=1932, dayStart=1, dayEnd=5, targetSegment=[YOUNG, HIGH_INCOME], videoCoef=2.4950316843947813, mobileCoef=2.440449581346873, budgetMillis=1932, advertiser=DummyAdnetwork-5]
03/12 12:02:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4963e205 event: tau.tac.adx.messages.UserClassificationServiceNotification@2a7e3208
03/12 12:02:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1980071244, reachImps=1932, dayStart=1, dayEnd=5, targetSegment=[YOUNG, HIGH_INCOME], videoCoef=2.525165242689561, mobileCoef=2.225058866027771, budgetMillis=1932, advertiser=DummyAdnetwork-6]
03/12 12:02:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4963e205 event: tau.tac.adx.messages.UserClassificationServiceNotification@15c6b69c
03/12 12:02:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=125816136, reachImps=6507, dayStart=1, dayEnd=5, targetSegment=[OLD, MALE], videoCoef=2.195083185160316, mobileCoef=1.852632738921396, budgetMillis=6507, advertiser=DummyAdnetwork-7]
03/12 12:02:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4963e205 event: tau.tac.adx.messages.UserClassificationServiceNotification@5cca41dd
03/12 12:02:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4963e205 event: tau.tac.adx.messages.UserClassificationServiceNotification@178a815
03/12 12:02:01 INFO agents.DemandAgent|Day 0 :Notifying new campaign opportunity: CampaignImpl [id=564829424, reachImps=773, dayStart=2, dayEnd=6, targetSegment=[YOUNG, HIGH_INCOME], videoCoef=2.564842313792319, mobileCoef=2.297198195622341, budgetMillis=0, advertiser=null]
03/12 12:02:01 INFO sim.Simulation|***** START OF TIME 0 COMPLETE *****
03/12 12:02:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.1919732644047683 Cmp ID: 564829424 Cmp Bid: 134
03/12 12:02:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.13339487863377295 Cmp ID: 564829424 Cmp Bid: 759
03/12 12:02:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.10430574075051144 Cmp ID: 564829424 Cmp Bid: 52
03/12 12:02:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.12062636676579491 Cmp ID: 564829424 Cmp Bid: 190
03/12 12:02:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.1616479982939098 Cmp ID: 564829424 Cmp Bid: 108
03/12 12:02:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.1800240982320274 Cmp ID: 564829424 Cmp Bid: 729
03/12 12:02:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.16514883277390896 Cmp ID: 564829424 Cmp Bid: 26
03/12 12:02:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from adv1 : UCS Bid: 0.2 Cmp ID: 564829424 Cmp Bid: 78
03/12 12:02:10 INFO sim.Simulation|***** START OF TIME 1 *****
03/12 12:02:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork
03/12 12:02:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #25605988 at price 9.54
03/12 12:02:10 INFO demand.CampaignImpl|Applied daily limit for campaign #25605988 at price 9.54
03/12 12:02:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-2
03/12 12:02:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1563612736 at price 1.932
03/12 12:02:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1563612736 at price 1.932
03/12 12:02:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-3
03/12 12:02:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1699965841 at price 1.932
03/12 12:02:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1699965841 at price 1.932
03/12 12:02:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-4
03/12 12:02:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #516443638 at price 1.657
03/12 12:02:10 INFO demand.CampaignImpl|Applied daily limit for campaign #516443638 at price 1.657
03/12 12:02:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-5
03/12 12:02:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1732162222 at price 1.932
03/12 12:02:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1732162222 at price 1.932
03/12 12:02:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-6
03/12 12:02:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1980071244 at price 1.932
03/12 12:02:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1980071244 at price 1.932
03/12 12:02:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-7
03/12 12:02:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #125816136 at price 6.507
03/12 12:02:10 INFO demand.CampaignImpl|Applied daily limit for campaign #125816136 at price 6.507
03/12 12:02:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: adv1
03/12 12:02:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1332092854 at price 5.59
03/12 12:02:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1332092854 at price 5.59
03/12 12:02:10 INFO agents.DemandAgent|Day 1 : Auction pending campaign: CampaignImpl [id=564829424, reachImps=773, dayStart=2, dayEnd=6, targetSegment=[YOUNG, HIGH_INCOME], videoCoef=2.564842313792319, mobileCoef=2.297198195622341, budgetMillis=0, advertiser=null]
03/12 12:02:10 FINE agents.DemandAgent|Day 1 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.0DummyAdnetwork-4: 1.0DummyAdnetwork-3: 1.0adv1: 1.0DummyAdnetwork-2: 1.0DummyAdnetwork-7: 1.0DummyAdnetwork-6: 1.0DummyAdnetwork: 1.0
03/12 12:02:10 FINE agents.DemandAgent|Day 1 :Reporting campaign auction results... CampaignImpl [id=564829424, reachImps=773, dayStart=2, dayEnd=6, targetSegment=[YOUNG, HIGH_INCOME], videoCoef=2.564842313792319, mobileCoef=2.297198195622341, budgetMillis=108, advertiser=adv1]
03/12 12:02:10 FINE agents.DemandAgent|Day 1 :Reporting UCS auction results... DummyAdnetwork-5[efday=1, level=1.0, price=0.0] DummyAdnetwork-4[efday=1, level=1.0, price=0.0] DummyAdnetwork-3[efday=1, level=1.0, price=0.0] adv1[efday=1, level=1.0, price=0.0] DummyAdnetwork-2[efday=1, level=1.0, price=0.0] DummyAdnetwork-7[efday=1, level=1.0, price=0.0] DummyAdnetwork-6[efday=1, level=1.0, price=0.0] DummyAdnetwork[efday=1, level=1.0, price=0.0] 
03/12 12:02:10 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4963e205 event: tau.tac.adx.messages.UserClassificationServiceNotification@2cd8041b
03/12 12:02:10 INFO agents.DemandAgent|Day 1 :Notifying new campaign opportunity: CampaignImpl [id=231300701, reachImps=2585, dayStart=3, dayEnd=12, targetSegment=[YOUNG, MALE, HIGH_INCOME], videoCoef=2.3222095993377385, mobileCoef=2.2641168356481063, budgetMillis=0, advertiser=null]
03/12 12:02:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for cnn
03/12 12:02:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for cnet
03/12 12:02:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for bestbuy
03/12 12:02:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for webmd
03/12 12:02:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for nyt
