03/12 10:56:00 FINE sim.Admin|Log for simulation 42 started
************************************************************
* Log for simulation 42 started
************************************************************


03/12 10:56:00 INFO sim.TACAdxSimulation|TACAA Simulation 42 is setting up...
03/12 10:56:00 INFO sim.TACAdxSimulation|Created Adx Agent
03/12 10:56:00 INFO sim.TACAdxSimulation|Created Demand Agent
03/12 10:56:00 FINE generators.PopulationUserGenerator|Generated 10000 tau.tac.adx.users.AdxUsers
03/12 10:56:00 FINE sim.ExternalAgent|trial1 setup with address adv1
03/12 10:56:00 FINE sim.ExternalAgent|ibm setup with address adv2
03/12 10:56:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork simulationSetup
03/12 10:56:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-2 simulationSetup
03/12 10:56:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-3 simulationSetup
03/12 10:56:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-4 simulationSetup
03/12 10:56:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-5 simulationSetup
03/12 10:56:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-6 simulationSetup
03/12 10:56:00 INFO publisher.AdxPublisherReportManagerImpl|AdxQueryReportManager created.
03/12 10:56:00 INFO adn.AdNetworkReportManagerImpl|AdxQueryReportManager created.
03/12 10:56:00 INFO agents.DemandAgent|setting up...
03/12 10:56:00 FINE agents.DemandAgent|Finished setup
03/12 10:56:00 INFO sim.Simulation|***** START OF TIME 0 *****
03/12 10:56:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=93805087, reachImps=10490, dayStart=1, dayEnd=5, targetSegment=[OLD, LOW_INCOME], videoCoef=2.556929519403112, mobileCoef=1.9277810988710962, budgetMillis=10490, advertiser=adv1]
03/12 10:56:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4face066 event: tau.tac.adx.messages.UserClassificationServiceNotification@b50a4dd
03/12 10:56:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=258945391, reachImps=10952, dayStart=1, dayEnd=5, targetSegment=[LOW_INCOME, FEMALE], videoCoef=2.905748864702283, mobileCoef=2.179215763583017, budgetMillis=10952, advertiser=adv2]
03/12 10:56:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4face066 event: tau.tac.adx.messages.UserClassificationServiceNotification@4a6daee6
03/12 10:56:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1972720150, reachImps=10490, dayStart=1, dayEnd=5, targetSegment=[OLD, LOW_INCOME], videoCoef=2.8633955494680325, mobileCoef=1.60477961838603, budgetMillis=10490, advertiser=DummyAdnetwork]
03/12 10:56:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4face066 event: tau.tac.adx.messages.UserClassificationServiceNotification@7bed6635
03/12 10:56:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=234865774, reachImps=10490, dayStart=1, dayEnd=5, targetSegment=[OLD, LOW_INCOME], videoCoef=2.2676918638792944, mobileCoef=2.062746934011993, budgetMillis=10490, advertiser=DummyAdnetwork-2]
03/12 10:56:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4face066 event: tau.tac.adx.messages.UserClassificationServiceNotification@2a4251a9
03/12 10:56:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1972941589, reachImps=7020, dayStart=1, dayEnd=5, targetSegment=[OLD, FEMALE], videoCoef=2.172505047486709, mobileCoef=1.6465759501844865, budgetMillis=7020, advertiser=DummyAdnetwork-3]
03/12 10:56:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4face066 event: tau.tac.adx.messages.UserClassificationServiceNotification@6554bf5d
03/12 10:56:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=385600301, reachImps=10952, dayStart=1, dayEnd=5, targetSegment=[LOW_INCOME, FEMALE], videoCoef=2.5081918808614754, mobileCoef=1.6585180607353456, budgetMillis=10952, advertiser=DummyAdnetwork-4]
03/12 10:56:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4face066 event: tau.tac.adx.messages.UserClassificationServiceNotification@2e0c0f42
03/12 10:56:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=507249037, reachImps=5882, dayStart=1, dayEnd=5, targetSegment=[MALE, YOUNG], videoCoef=2.0605809934698196, mobileCoef=2.204860538770686, budgetMillis=5882, advertiser=DummyAdnetwork-5]
03/12 10:56:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4face066 event: tau.tac.adx.messages.UserClassificationServiceNotification@5ed2eb40
03/12 10:56:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=372830484, reachImps=3037, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, OLD], videoCoef=2.57226027646227, mobileCoef=1.9530378198471263, budgetMillis=3037, advertiser=DummyAdnetwork-6]
03/12 10:56:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4face066 event: tau.tac.adx.messages.UserClassificationServiceNotification@58808a8e
03/12 10:56:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4face066 event: tau.tac.adx.messages.UserClassificationServiceNotification@26ced87a
03/12 10:56:00 INFO agents.DemandAgent|Day 0 :Notifying new campaign opportunity: CampaignImpl [id=1863302920, reachImps=994, dayStart=2, dayEnd=4, targetSegment=[HIGH_INCOME, FEMALE], videoCoef=2.6825396496564613, mobileCoef=1.8617073300186973, budgetMillis=0, advertiser=null]
03/12 10:56:00 INFO sim.Simulation|***** START OF TIME 0 COMPLETE *****
03/12 10:56:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.1667815628611778 Cmp ID: 1863302920 Cmp Bid: 220
03/12 10:56:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.17404289759508923 Cmp ID: 1863302920 Cmp Bid: 916
03/12 10:56:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.10048329075584359 Cmp ID: 1863302920 Cmp Bid: 310
03/12 10:56:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.19117234210934342 Cmp ID: 1863302920 Cmp Bid: 88
03/12 10:56:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.15711239969616259 Cmp ID: 1863302920 Cmp Bid: 314
03/12 10:56:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.11440308840015329 Cmp ID: 1863302920 Cmp Bid: 10
03/12 10:56:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from adv2 : UCS Bid: 0.2 Cmp ID: 1863302920 Cmp Bid: 100
03/12 10:56:10 INFO sim.Simulation|***** START OF TIME 1 *****
03/12 10:56:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork
03/12 10:56:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1972720150 at price 10.49
03/12 10:56:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1972720150 at price 10.49
03/12 10:56:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-2
03/12 10:56:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #234865774 at price 10.49
03/12 10:56:10 INFO demand.CampaignImpl|Applied daily limit for campaign #234865774 at price 10.49
03/12 10:56:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-3
03/12 10:56:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1972941589 at price 7.02
03/12 10:56:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1972941589 at price 7.02
03/12 10:56:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-4
03/12 10:56:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #385600301 at price 10.952
03/12 10:56:10 INFO demand.CampaignImpl|Applied daily limit for campaign #385600301 at price 10.952
03/12 10:56:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-5
03/12 10:56:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #507249037 at price 5.882
03/12 10:56:10 INFO demand.CampaignImpl|Applied daily limit for campaign #507249037 at price 5.882
03/12 10:56:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-6
03/12 10:56:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #372830484 at price 3.037
03/12 10:56:10 INFO demand.CampaignImpl|Applied daily limit for campaign #372830484 at price 3.037
03/12 10:56:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: adv2
03/12 10:56:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #258945391 at price 10.952
03/12 10:56:10 INFO demand.CampaignImpl|Applied daily limit for campaign #258945391 at price 10.952
03/12 10:56:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: adv1
03/12 10:56:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #93805087 at price 10.49
03/12 10:56:10 INFO demand.CampaignImpl|Applied daily limit for campaign #93805087 at price 10.49
03/12 10:56:10 INFO agents.DemandAgent|Day 1 : Auction pending campaign: CampaignImpl [id=1863302920, reachImps=994, dayStart=2, dayEnd=4, targetSegment=[HIGH_INCOME, FEMALE], videoCoef=2.6825396496564613, mobileCoef=1.8617073300186973, budgetMillis=0, advertiser=null]
03/12 10:56:10 FINE agents.DemandAgent|Day 1 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.0DummyAdnetwork-4: 1.0adv2: 1.0DummyAdnetwork-3: 1.0adv1: 1.0DummyAdnetwork-2: 1.0DummyAdnetwork-6: 1.0DummyAdnetwork: 1.0
03/12 10:56:10 FINE agents.DemandAgent|Day 1 :Reporting campaign auction results... CampaignImpl [id=1863302920, reachImps=994, dayStart=2, dayEnd=4, targetSegment=[HIGH_INCOME, FEMALE], videoCoef=2.6825396496564613, mobileCoef=1.8617073300186973, budgetMillis=220, advertiser=DummyAdnetwork]
03/12 10:56:10 FINE agents.DemandAgent|Day 1 :Reporting UCS auction results... DummyAdnetwork-5[efday=1, level=1.0, price=0.0] DummyAdnetwork-4[efday=1, level=1.0, price=0.0] adv2[efday=1, level=1.0, price=0.0] DummyAdnetwork-3[efday=1, level=1.0, price=0.0] adv1[efday=1, level=1.0, price=0.0] DummyAdnetwork-2[efday=1, level=1.0, price=0.0] DummyAdnetwork-6[efday=1, level=1.0, price=0.0] DummyAdnetwork[efday=1, level=1.0, price=0.0] 
03/12 10:56:10 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4face066 event: tau.tac.adx.messages.UserClassificationServiceNotification@323b733b
03/12 10:56:10 INFO agents.DemandAgent|Day 1 :Notifying new campaign opportunity: CampaignImpl [id=551452043, reachImps=1684, dayStart=3, dayEnd=5, targetSegment=[OLD, FEMALE], videoCoef=2.910934101224461, mobileCoef=2.1960316804613895, budgetMillis=0, advertiser=null]
03/12 10:56:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for tripadvisor
03/12 10:56:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=video] to 2.8617752229686557E-4
03/12 10:56:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[HIGH_INCOME, YOUNG, FEMALE], adType=text] to 4.479610683299696E-5
03/12 10:56:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, LOW_INCOME], adType=video] to 2.912912228494029E-4
03/12 10:56:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[HIGH_INCOME, OLD, FEMALE], adType=text] to 4.662731820399818E-5
03/12 10:56:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[HIGH_INCOME, MALE, YOUNG], adType=text] to 1.0252141350461799E-4
03/12 10:56:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[HIGH_INCOME, MALE, YOUNG], adType=video] to 8.845615011910577E-5
03/12 10:56:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[OLD, LOW_INCOME, FEMALE], adType=text] to 9.08772564495103E-4
03/12 10:56:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[HIGH_INCOME, MALE, OLD], adType=text] to 1.0023626728811347E-4
03/12 10:56:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[HIGH_INCOME, OLD, FEMALE], adType=video] to 2.0835138294132506E-5
03/12 10:56:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[OLD, LOW_INCOME, FEMALE], adType=video] to 7.115883511598137E-4
03/12 10:56:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[YOUNG, LOW_INCOME, FEMALE], adType=video] to 4.0784375380926736E-4
03/12 10:56:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[YOUNG, LOW_INCOME, FEMALE], adType=text] to 1.3576021661302546E-14
03/12 10:56:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=text] to 1.5434285614749198E-4
03/12 10:56:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, LOW_INCOME], adType=text] to 5.433419136505116E-4
03/12 10:56:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[HIGH_INCOME, MALE, OLD], adType=video] to 5.8626951774695004E-5
03/12 10:56:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for cnn
03/12 10:56:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for ehow
03/12 10:56:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=video] to 0.0217419680764712
03/12 10:56:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[HIGH_INCOME, YOUNG, FEMALE], adType=text] to 2.305794641467356E-6
03/12 10:56:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, LOW_INCOME], adType=video] to 3.370991005940289E-4
03/12 10:56:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[HIGH_INCOME, OLD, FEMALE], adType=text] to 6.713434829183009E-4
03/12 10:56:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[HIGH_INCOME, MALE, YOUNG], adType=text] to 0.001460423862334915
03/12 10:56:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[OLD, LOW_INCOME, FEMALE], adType=text] to 0.002250419662009621
03/12 10:56:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[HIGH_INCOME, MALE, YOUNG], adType=video] to 1.0918483601366283E-6
