03/12 02:27:00 FINE sim.Admin|Log for simulation 30 started
************************************************************
* Log for simulation 30 started
************************************************************


03/12 02:27:00 INFO sim.TACAdxSimulation|TACAA Simulation 30 is setting up...
03/12 02:27:00 INFO sim.TACAdxSimulation|Created Adx Agent
03/12 02:27:00 INFO sim.TACAdxSimulation|Created Demand Agent
03/12 02:27:00 FINE generators.PopulationUserGenerator|Generated 10000 tau.tac.adx.users.AdxUsers
03/12 02:27:00 FINE sim.ExternalAgent|trial1 setup with address adv1
03/12 02:27:00 FINE sim.ExternalAgent|ibm setup with address adv2
03/12 02:27:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork simulationSetup
03/12 02:27:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-2 simulationSetup
03/12 02:27:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-3 simulationSetup
03/12 02:27:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-4 simulationSetup
03/12 02:27:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-5 simulationSetup
03/12 02:27:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-6 simulationSetup
03/12 02:27:00 INFO publisher.AdxPublisherReportManagerImpl|AdxQueryReportManager created.
03/12 02:27:00 INFO adn.AdNetworkReportManagerImpl|AdxQueryReportManager created.
03/12 02:27:00 INFO agents.DemandAgent|setting up...
03/12 02:27:00 FINE agents.DemandAgent|Finished setup
03/12 02:27:01 INFO sim.Simulation|***** START OF TIME 0 *****
03/12 02:27:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1822189060, reachImps=3037, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, OLD], videoCoef=2.9231579154572147, mobileCoef=2.0114969597944796, budgetMillis=3037, advertiser=adv1]
03/12 02:27:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@7fbaf042 event: tau.tac.adx.messages.UserClassificationServiceNotification@497c39c7
03/12 02:27:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1281957326, reachImps=7020, dayStart=1, dayEnd=5, targetSegment=[FEMALE, OLD], videoCoef=2.7204185705948096, mobileCoef=1.5007801955310542, budgetMillis=7020, advertiser=adv2]
03/12 02:27:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@7fbaf042 event: tau.tac.adx.messages.UserClassificationServiceNotification@31155b99
03/12 02:27:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=419792153, reachImps=10952, dayStart=1, dayEnd=5, targetSegment=[LOW_INCOME, FEMALE], videoCoef=2.3396644343159365, mobileCoef=2.144646879781668, budgetMillis=10952, advertiser=DummyAdnetwork]
03/12 02:27:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@7fbaf042 event: tau.tac.adx.messages.UserClassificationServiceNotification@311f35ff
03/12 02:27:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=899467647, reachImps=7020, dayStart=1, dayEnd=5, targetSegment=[FEMALE, OLD], videoCoef=2.919261266846309, mobileCoef=2.2281384579166534, budgetMillis=7020, advertiser=DummyAdnetwork-2]
03/12 02:27:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@7fbaf042 event: tau.tac.adx.messages.UserClassificationServiceNotification@2ece85c6
03/12 02:27:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=467066955, reachImps=3312, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, MALE], videoCoef=2.0918030675050483, mobileCoef=1.786294489451278, budgetMillis=3312, advertiser=DummyAdnetwork-3]
