06/12 23:47:00 FINE sim.Admin|Log for simulation 82 started
************************************************************
* Log for simulation 82 started
************************************************************


06/12 23:47:00 INFO sim.TACAdxSimulation|TACAA Simulation 82 is setting up...
06/12 23:47:00 INFO sim.TACAdxSimulation|Created Adx Agent
06/12 23:47:00 INFO sim.TACAdxSimulation|Created Demand Agent
06/12 23:47:00 FINE generators.PopulationUserGenerator|Generated 10000 tau.tac.adx.users.AdxUsers
06/12 23:47:00 FINE sim.ExternalAgent|agent00 setup with address adv1
06/12 23:47:00 FINE sim.ExternalAgent|sample setup with address adv2
06/12 23:47:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork simulationSetup
06/12 23:47:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-2 simulationSetup
06/12 23:47:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-3 simulationSetup
06/12 23:47:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-4 simulationSetup
06/12 23:47:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-5 simulationSetup
06/12 23:47:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-6 simulationSetup
06/12 23:47:00 INFO publisher.AdxPublisherReportManagerImpl|AdxQueryReportManager created.
06/12 23:47:00 INFO adn.AdNetworkReportManagerImpl|AdxQueryReportManager created.
06/12 23:47:00 INFO agents.DemandAgent|setting up...
06/12 23:47:00 FINE agents.DemandAgent|Finished setup
06/12 23:47:01 INFO sim.Simulation|***** START OF TIME 0 *****
06/12 23:47:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=547401254, reachImps=3312, dayStart=1, dayEnd=5, targetSegment=[MALE, HIGH_INCOME], videoCoef=2.7989516926692266, mobileCoef=1.5161737364559973, budgetMillis=3312, advertiser=adv1]
06/12 23:47:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@6e22b6c3 event: tau.tac.adx.messages.UserClassificationServiceNotification@4bae7bc6
06/12 23:47:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=887251137, reachImps=9540, dayStart=1, dayEnd=5, targetSegment=[YOUNG, LOW_INCOME], videoCoef=2.1813132329705125, mobileCoef=2.2163324767920316, budgetMillis=9540, advertiser=adv2]
06/12 23:47:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@6e22b6c3 event: tau.tac.adx.messages.UserClassificationServiceNotification@612b3a54
06/12 23:47:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=449055772, reachImps=6507, dayStart=1, dayEnd=5, targetSegment=[OLD, MALE], videoCoef=2.0443555159290683, mobileCoef=1.764268193657899, budgetMillis=6507, advertiser=DummyAdnetwork]
06/12 23:47:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@6e22b6c3 event: tau.tac.adx.messages.UserClassificationServiceNotification@220c34c9
06/12 23:47:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=89107489, reachImps=1932, dayStart=1, dayEnd=5, targetSegment=[YOUNG, HIGH_INCOME], videoCoef=2.966570963955808, mobileCoef=1.6871114347624978, budgetMillis=1932, advertiser=DummyAdnetwork-2]
06/12 23:47:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@6e22b6c3 event: tau.tac.adx.messages.UserClassificationServiceNotification@3d8ecf46
06/12 23:47:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=118521863, reachImps=7020, dayStart=1, dayEnd=5, targetSegment=[OLD, FEMALE], videoCoef=2.926719754381831, mobileCoef=2.3053494502065552, budgetMillis=7020, advertiser=DummyAdnetwork-3]
06/12 23:47:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@6e22b6c3 event: tau.tac.adx.messages.UserClassificationServiceNotification@44795650
06/12 23:47:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1009763418, reachImps=5590, dayStart=1, dayEnd=5, targetSegment=[YOUNG, FEMALE], videoCoef=2.2822236883000793, mobileCoef=1.9633604373792266, budgetMillis=5590, advertiser=DummyAdnetwork-4]
06/12 23:47:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@6e22b6c3 event: tau.tac.adx.messages.UserClassificationServiceNotification@7790d866
06/12 23:47:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1946381867, reachImps=6507, dayStart=1, dayEnd=5, targetSegment=[OLD, MALE], videoCoef=2.250133421939556, mobileCoef=2.0859767232810755, budgetMillis=6507, advertiser=DummyAdnetwork-5]
06/12 23:47:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@6e22b6c3 event: tau.tac.adx.messages.UserClassificationServiceNotification@7ac67d2d
06/12 23:47:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=940141371, reachImps=5590, dayStart=1, dayEnd=5, targetSegment=[YOUNG, FEMALE], videoCoef=2.974177172614813, mobileCoef=2.1118421979339708, budgetMillis=5590, advertiser=DummyAdnetwork-6]
06/12 23:47:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@6e22b6c3 event: tau.tac.adx.messages.UserClassificationServiceNotification@492bc7b4
06/12 23:47:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@6e22b6c3 event: tau.tac.adx.messages.UserClassificationServiceNotification@26369a8c
06/12 23:47:01 INFO agents.DemandAgent|Day 0 :Notifying new campaign opportunity: CampaignImpl [id=1867560050, reachImps=1987, dayStart=2, dayEnd=4, targetSegment=[MALE, HIGH_INCOME], videoCoef=2.2155849897212523, mobileCoef=1.9658135368283511, budgetMillis=0, advertiser=null]
06/12 23:47:01 INFO sim.Simulation|***** START OF TIME 0 COMPLETE *****
