03/12 09:14:00 FINE sim.Admin|Log for simulation 33 started
************************************************************
* Log for simulation 33 started
************************************************************


03/12 09:14:00 INFO sim.TACAdxSimulation|TACAA Simulation 33 is setting up...
03/12 09:14:00 INFO sim.TACAdxSimulation|Created Adx Agent
03/12 09:14:00 INFO sim.TACAdxSimulation|Created Demand Agent
03/12 09:14:00 FINE generators.PopulationUserGenerator|Generated 10000 tau.tac.adx.users.AdxUsers
03/12 09:14:00 FINE sim.ExternalAgent|trial1 setup with address adv1
03/12 09:14:00 FINE sim.ExternalAgent|ibm setup with address adv2
03/12 09:14:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork simulationSetup
03/12 09:14:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-2 simulationSetup
03/12 09:14:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-3 simulationSetup
03/12 09:14:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-4 simulationSetup
03/12 09:14:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-5 simulationSetup
03/12 09:14:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-6 simulationSetup
03/12 09:14:00 INFO publisher.AdxPublisherReportManagerImpl|AdxQueryReportManager created.
03/12 09:14:00 INFO adn.AdNetworkReportManagerImpl|AdxQueryReportManager created.
03/12 09:14:00 INFO agents.DemandAgent|setting up...
03/12 09:14:00 FINE agents.DemandAgent|Finished setup
03/12 09:14:00 INFO sim.Simulation|***** START OF TIME 0 *****
03/12 09:14:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1635954119, reachImps=6507, dayStart=1, dayEnd=5, targetSegment=[MALE, OLD], videoCoef=2.60991128086774, mobileCoef=1.5773105841216473, budgetMillis=6507, advertiser=adv1]
03/12 09:14:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5e3f5b88 event: tau.tac.adx.messages.UserClassificationServiceNotification@d6f7f02
03/12 09:14:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=206715607, reachImps=10952, dayStart=1, dayEnd=5, targetSegment=[LOW_INCOME, FEMALE], videoCoef=2.329817466380721, mobileCoef=1.874111056438705, budgetMillis=10952, advertiser=adv2]
03/12 09:14:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5e3f5b88 event: tau.tac.adx.messages.UserClassificationServiceNotification@7e6efd88
03/12 09:14:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1512643286, reachImps=5590, dayStart=1, dayEnd=5, targetSegment=[YOUNG, FEMALE], videoCoef=2.094046750206352, mobileCoef=2.48341094743356, budgetMillis=5590, advertiser=DummyAdnetwork]
03/12 09:14:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5e3f5b88 event: tau.tac.adx.messages.UserClassificationServiceNotification@2c48e9fe
03/12 09:14:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=827456034, reachImps=9540, dayStart=1, dayEnd=5, targetSegment=[YOUNG, LOW_INCOME], videoCoef=2.994327275186344, mobileCoef=2.1254547753821695, budgetMillis=9540, advertiser=DummyAdnetwork-2]
03/12 09:14:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5e3f5b88 event: tau.tac.adx.messages.UserClassificationServiceNotification@385ac33d
03/12 09:14:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=716669258, reachImps=9540, dayStart=1, dayEnd=5, targetSegment=[YOUNG, LOW_INCOME], videoCoef=2.8314061570162954, mobileCoef=2.09738167701134, budgetMillis=9540, advertiser=DummyAdnetwork-3]
03/12 09:14:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5e3f5b88 event: tau.tac.adx.messages.UserClassificationServiceNotification@415b8afb
03/12 09:14:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=2137384984, reachImps=6507, dayStart=1, dayEnd=5, targetSegment=[MALE, OLD], videoCoef=2.1127410125819024, mobileCoef=2.1894669909448794, budgetMillis=6507, advertiser=DummyAdnetwork-4]
03/12 09:14:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5e3f5b88 event: tau.tac.adx.messages.UserClassificationServiceNotification@11489fe2
03/12 09:14:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=132374864, reachImps=9077, dayStart=1, dayEnd=5, targetSegment=[MALE, LOW_INCOME], videoCoef=2.01416327121046, mobileCoef=2.180142593609043, budgetMillis=9077, advertiser=DummyAdnetwork-5]
03/12 09:14:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5e3f5b88 event: tau.tac.adx.messages.UserClassificationServiceNotification@1a72af05
03/12 09:14:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1250402683, reachImps=3312, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, MALE], videoCoef=2.130365718963862, mobileCoef=1.6409837520020423, budgetMillis=3312, advertiser=DummyAdnetwork-6]
03/12 09:14:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5e3f5b88 event: tau.tac.adx.messages.UserClassificationServiceNotification@1fe58046
03/12 09:14:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5e3f5b88 event: tau.tac.adx.messages.UserClassificationServiceNotification@7940b8b
