03/12 00:45:00 FINE sim.Admin|Log for simulation 21 started
************************************************************
* Log for simulation 21 started
************************************************************


03/12 00:45:00 INFO sim.TACAdxSimulation|TACAA Simulation 21 is setting up...
03/12 00:45:00 INFO sim.TACAdxSimulation|Created Adx Agent
03/12 00:45:00 INFO sim.TACAdxSimulation|Created Demand Agent
03/12 00:45:00 FINE generators.PopulationUserGenerator|Generated 10000 tau.tac.adx.users.AdxUsers
03/12 00:45:00 FINE sim.ExternalAgent|trial1 setup with address adv1
03/12 00:45:00 FINE sim.ExternalAgent|ibm setup with address adv2
03/12 00:45:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork simulationSetup
03/12 00:45:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-2 simulationSetup
03/12 00:45:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-3 simulationSetup
03/12 00:45:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-4 simulationSetup
03/12 00:45:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-5 simulationSetup
03/12 00:45:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-6 simulationSetup
03/12 00:45:00 INFO publisher.AdxPublisherReportManagerImpl|AdxQueryReportManager created.
03/12 00:45:00 INFO adn.AdNetworkReportManagerImpl|AdxQueryReportManager created.
03/12 00:45:00 INFO agents.DemandAgent|setting up...
03/12 00:45:00 FINE agents.DemandAgent|Finished setup
03/12 00:45:01 INFO sim.Simulation|***** START OF TIME 0 *****
03/12 00:45:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=230061520, reachImps=10490, dayStart=1, dayEnd=5, targetSegment=[LOW_INCOME, OLD], videoCoef=2.732538922554978, mobileCoef=1.8864936736232918, budgetMillis=10490, advertiser=adv1]
03/12 00:45:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@31e0686d event: tau.tac.adx.messages.UserClassificationServiceNotification@6a900f98
03/12 00:45:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=746421007, reachImps=3037, dayStart=1, dayEnd=5, targetSegment=[OLD, HIGH_INCOME], videoCoef=2.6452788664792877, mobileCoef=2.358876661579779, budgetMillis=3037, advertiser=adv2]
03/12 00:45:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@31e0686d event: tau.tac.adx.messages.UserClassificationServiceNotification@4d578cc7
03/12 00:45:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=2135307776, reachImps=3037, dayStart=1, dayEnd=5, targetSegment=[OLD, HIGH_INCOME], videoCoef=2.7969217501562516, mobileCoef=1.6629459023360398, budgetMillis=3037, advertiser=DummyAdnetwork]
03/12 00:45:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@31e0686d event: tau.tac.adx.messages.UserClassificationServiceNotification@15c01abf
03/12 00:45:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1386397195, reachImps=5590, dayStart=1, dayEnd=5, targetSegment=[YOUNG, FEMALE], videoCoef=2.3575197203662737, mobileCoef=1.8207746883427554, budgetMillis=5590, advertiser=DummyAdnetwork-2]
03/12 00:45:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@31e0686d event: tau.tac.adx.messages.UserClassificationServiceNotification@23e2212c
03/12 00:45:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1834677606, reachImps=3312, dayStart=1, dayEnd=5, targetSegment=[MALE, HIGH_INCOME], videoCoef=2.4231774166105504, mobileCoef=1.6474504739413365, budgetMillis=3312, advertiser=DummyAdnetwork-3]
03/12 00:45:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@31e0686d event: tau.tac.adx.messages.UserClassificationServiceNotification@785a1f90
03/12 00:45:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1070576758, reachImps=3037, dayStart=1, dayEnd=5, targetSegment=[OLD, HIGH_INCOME], videoCoef=2.792066812893385, mobileCoef=1.6726568394553816, budgetMillis=3037, advertiser=DummyAdnetwork-4]
03/12 00:45:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@31e0686d event: tau.tac.adx.messages.UserClassificationServiceNotification@d9619e2
03/12 00:45:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=928857331, reachImps=9077, dayStart=1, dayEnd=5, targetSegment=[MALE, LOW_INCOME], videoCoef=2.368800034817374, mobileCoef=1.604338077593448, budgetMillis=9077, advertiser=DummyAdnetwork-5]
03/12 00:45:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@31e0686d event: tau.tac.adx.messages.UserClassificationServiceNotification@1fd31317
03/12 00:45:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1576888479, reachImps=1657, dayStart=1, dayEnd=5, targetSegment=[FEMALE, HIGH_INCOME], videoCoef=2.9380589153463017, mobileCoef=2.331146051981816, budgetMillis=1657, advertiser=DummyAdnetwork-6]
03/12 00:45:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@31e0686d event: tau.tac.adx.messages.UserClassificationServiceNotification@609923cb
03/12 00:45:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@31e0686d event: tau.tac.adx.messages.UserClassificationServiceNotification@3e7d218f
03/12 00:45:01 INFO agents.DemandAgent|Day 0 :Notifying new campaign opportunity: CampaignImpl [id=959567612, reachImps=4590, dayStart=2, dayEnd=6, targetSegment=[MALE, YOUNG, LOW_INCOME], videoCoef=2.57864382142235, mobileCoef=1.6567194984469147, budgetMillis=0, advertiser=null]
03/12 00:45:01 INFO sim.Simulation|***** START OF TIME 0 COMPLETE *****
03/12 00:45:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.1673906454148368 Cmp ID: 959567612 Cmp Bid: 311
03/12 00:45:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.11729276234652491 Cmp ID: 959567612 Cmp Bid: 2271
03/12 00:45:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.13418267803482825 Cmp ID: 959567612 Cmp Bid: 3196
03/12 00:45:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.11172590058303541 Cmp ID: 959567612 Cmp Bid: 3798
03/12 00:45:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.19635598469008791 Cmp ID: 959567612 Cmp Bid: 1524
03/12 00:45:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.1562039572823008 Cmp ID: 959567612 Cmp Bid: 4211
03/12 00:45:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from adv2 : UCS Bid: 0.2 Cmp ID: 959567612 Cmp Bid: 459
03/12 00:45:10 INFO sim.Simulation|***** START OF TIME 1 *****
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #2135307776 at price 3.037
03/12 00:45:10 INFO demand.CampaignImpl|Applied daily limit for campaign #2135307776 at price 3.037
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-2
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1386397195 at price 5.59
03/12 00:45:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1386397195 at price 5.59
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-3
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1834677606 at price 3.312
03/12 00:45:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1834677606 at price 3.312
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-4
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1070576758 at price 3.037
03/12 00:45:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1070576758 at price 3.037
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-5
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #928857331 at price 9.077
03/12 00:45:10 INFO demand.CampaignImpl|Applied daily limit for campaign #928857331 at price 9.077
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-6
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1576888479 at price 1.657
03/12 00:45:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1576888479 at price 1.657
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: adv1
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #230061520 at price 10.49
03/12 00:45:10 INFO demand.CampaignImpl|Applied daily limit for campaign #230061520 at price 10.49
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #230061520 at price 10.49
03/12 00:45:10 INFO demand.CampaignImpl|Applied total limit for campaign #230061520 at price 10.49
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: adv2
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #746421007 at price 3.037
03/12 00:45:10 INFO demand.CampaignImpl|Applied daily limit for campaign #746421007 at price 3.037
03/12 00:45:10 INFO agents.DemandAgent|Day 1 : Auction pending campaign: CampaignImpl [id=959567612, reachImps=4590, dayStart=2, dayEnd=6, targetSegment=[MALE, YOUNG, LOW_INCOME], videoCoef=2.57864382142235, mobileCoef=1.6567194984469147, budgetMillis=0, advertiser=null]
03/12 00:45:10 FINE agents.DemandAgent|Day 1 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.0DummyAdnetwork-4: 1.0adv2: 1.0DummyAdnetwork-3: 1.0adv1: 1.0DummyAdnetwork-2: 1.0DummyAdnetwork-6: 1.0DummyAdnetwork: 1.0
03/12 00:45:10 FINE agents.DemandAgent|Day 1 :Reporting campaign auction results... CampaignImpl [id=959567612, reachImps=4590, dayStart=2, dayEnd=6, targetSegment=[MALE, YOUNG, LOW_INCOME], videoCoef=2.57864382142235, mobileCoef=1.6567194984469147, budgetMillis=4211, advertiser=DummyAdnetwork-6]
03/12 00:45:10 FINE agents.DemandAgent|Day 1 :Reporting UCS auction results... DummyAdnetwork-5[efday=1, level=1.0, price=0.0] DummyAdnetwork-4[efday=1, level=1.0, price=0.0] adv2[efday=1, level=1.0, price=0.0] DummyAdnetwork-3[efday=1, level=1.0, price=0.0] adv1[efday=1, level=1.0, price=0.0] DummyAdnetwork-2[efday=1, level=1.0, price=0.0] DummyAdnetwork-6[efday=1, level=1.0, price=0.0] DummyAdnetwork[efday=1, level=1.0, price=0.0] 
03/12 00:45:10 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@31e0686d event: tau.tac.adx.messages.UserClassificationServiceNotification@1dbf31c1
03/12 00:45:10 INFO agents.DemandAgent|Day 1 :Notifying new campaign opportunity: CampaignImpl [id=2071562154, reachImps=2603, dayStart=3, dayEnd=7, targetSegment=[MALE, OLD], videoCoef=2.8874287479999428, mobileCoef=1.6706172250343907, budgetMillis=0, advertiser=null]
03/12 00:45:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for cnn
03/12 00:45:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for bestbuy
03/12 00:45:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for ehow
03/12 00:45:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for weather
03/12 00:45:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for ebay
03/12 00:45:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for fox
03/12 00:45:10 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: adv1 to the event bus
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: adv1 to the event bus
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: adv2 to the event bus
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: adv2 to the event bus
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: DummyAdnetwork to the event bus
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: DummyAdnetwork to the event bus
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: DummyAdnetwork-2 to the event bus
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: DummyAdnetwork-2 to the event bus
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: DummyAdnetwork-3 to the event bus
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: DummyAdnetwork-3 to the event bus
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: DummyAdnetwork-4 to the event bus
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: DummyAdnetwork-4 to the event bus
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: DummyAdnetwork-5 to the event bus
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: DummyAdnetwork-5 to the event bus
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: DummyAdnetwork-6 to the event bus
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: DummyAdnetwork-6 to the event bus
03/12 00:45:10 SEVERE demand.CampaignImpl|Campaign #230061520 impressed while over limit. Current cost: 0.5643156099930703 Budget limit: 10.49
03/12 00:45:10 INFO agents.DemandAgent|Posting DIRECTLY to CampaignLimitReached to the event bus for campaign #230061520 advertiser name: adv1
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #230061520 due to limit. My name is adv1
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #230061520 due to limit. My name is DummyAdnetwork-6
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #230061520 due to limit. My name is DummyAdnetwork-2
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #230061520 due to limit. My name is DummyAdnetwork-3
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #230061520 due to limit. My name is DummyAdnetwork-4
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #230061520 due to limit. My name is DummyAdnetwork
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #230061520 due to limit. My name is adv2
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #230061520 due to limit. My name is DummyAdnetwork-5
03/12 00:45:10 INFO agents.DemandAgent|Posting CampaignLimitReached to the event bus for campaign #230061520 advertiser name: adv1
03/12 00:45:10 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #230061520 due to limit
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #230061520 due to limit. My name is DummyAdnetwork-5
03/12 00:45:10 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #230061520 due to limit
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #230061520 due to limit. My name is adv2
03/12 00:45:10 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #230061520 due to limit
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #230061520 due to limit. My name is DummyAdnetwork-4
03/12 00:45:10 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #230061520 due to limit
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #230061520 due to limit. My name is DummyAdnetwork-6
03/12 00:45:10 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #230061520 due to limit
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #230061520 due to limit. My name is DummyAdnetwork-3
03/12 00:45:10 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #230061520 due to limit
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #230061520 due to limit. My name is adv1
03/12 00:45:10 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #230061520 due to limit
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #230061520 due to limit. My name is DummyAdnetwork
03/12 00:45:10 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #230061520 due to limit
03/12 00:45:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #230061520 due to limit. My name is DummyAdnetwork-2
03/12 00:45:10 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 399
03/12 00:45:10 INFO sim.Simulation|***** START OF TIME 1 COMPLETE *****
03/12 00:45:10 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.14361657416143864 Cmp ID: 2071562154 Cmp Bid: 1520
03/12 00:45:10 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.18647324632612533 Cmp ID: 2071562154 Cmp Bid: 497
03/12 00:45:10 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.12269524009641974 Cmp ID: 2071562154 Cmp Bid: 1473
03/12 00:45:10 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.11521086408437303 Cmp ID: 2071562154 Cmp Bid: 417
03/12 00:45:10 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.12649722482902462 Cmp ID: 2071562154 Cmp Bid: 2491
03/12 00:45:10 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.19415016453842238 Cmp ID: 2071562154 Cmp Bid: 1450
03/12 00:45:10 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from adv1 : UCS Bid: 0.22000000000000003 Cmp ID: 2071562154 Cmp Bid: 2603
03/12 00:45:10 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from adv2 : UCS Bid: 0.2 Cmp ID: 2071562154 Cmp Bid: 261
03/12 00:45:20 INFO sim.Simulation|***** START OF TIME 2 *****
03/12 00:45:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #2135307776 at price 3.037
03/12 00:45:20 INFO demand.CampaignImpl|Applied daily limit for campaign #2135307776 at price 3.037
03/12 00:45:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1386397195 at price 5.59
03/12 00:45:20 INFO demand.CampaignImpl|Applied daily limit for campaign #1386397195 at price 5.59
03/12 00:45:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1834677606 at price 3.312
03/12 00:45:20 INFO demand.CampaignImpl|Applied daily limit for campaign #1834677606 at price 3.312
03/12 00:45:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1070576758 at price 3.037
03/12 00:45:20 INFO demand.CampaignImpl|Applied daily limit for campaign #1070576758 at price 3.037
03/12 00:45:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #928857331 at price 9.077
03/12 00:45:20 INFO demand.CampaignImpl|Applied daily limit for campaign #928857331 at price 9.077
03/12 00:45:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #959567612 at price 4.211
03/12 00:45:20 INFO demand.CampaignImpl|Applied daily limit for campaign #959567612 at price 4.211
03/12 00:45:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #230061520 at price 10.49
03/12 00:45:20 INFO demand.CampaignImpl|Applied daily limit for campaign #230061520 at price 10.49
03/12 00:45:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #746421007 at price 3.037
03/12 00:45:20 INFO demand.CampaignImpl|Applied daily limit for campaign #746421007 at price 3.037
03/12 00:45:20 INFO agents.DemandAgent|Day 2 : Auction pending campaign: CampaignImpl [id=2071562154, reachImps=2603, dayStart=3, dayEnd=7, targetSegment=[MALE, OLD], videoCoef=2.8874287479999428, mobileCoef=1.6706172250343907, budgetMillis=0, advertiser=null]
03/12 00:45:20 FINE agents.DemandAgent|Day 2 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.0DummyAdnetwork-4: 1.0adv2: 1.0DummyAdnetwork-3: 1.0adv1: 1.0DummyAdnetwork-2: 1.0DummyAdnetwork-6: 1.0DummyAdnetwork: 1.0
03/12 00:45:20 FINE agents.DemandAgent|Day 2 :Reporting campaign auction results... CampaignImpl [id=2071562154, reachImps=2603, dayStart=3, dayEnd=7, targetSegment=[MALE, OLD], videoCoef=2.8874287479999428, mobileCoef=1.6706172250343907, budgetMillis=261, advertiser=adv2]
03/12 00:45:20 FINE agents.DemandAgent|Day 2 :Reporting UCS auction results... DummyAdnetwork-5[efday=2, level=0.9, price=0.15065158087335312] DummyAdnetwork-4[efday=2, level=0.5314410000000002, price=0.0] adv2[efday=2, level=1.0, price=0.19635598469008791] DummyAdnetwork-3[efday=2, level=0.6561000000000001, price=0.076955781375555] adv1[efday=2, level=0.47829690000000014, price=0.0] DummyAdnetwork-2[efday=2, level=0.5904900000000002, price=0.0659730270352766] DummyAdnetwork-6[efday=2, level=0.7290000000000001, price=0.0978191722873898] DummyAdnetwork[efday=2, level=0.81, price=0.12652520539866366] 
03/12 00:45:20 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@31e0686d event: tau.tac.adx.messages.UserClassificationServiceNotification@42902420
03/12 00:45:20 INFO agents.DemandAgent|Day 2 :Notifying new campaign opportunity: CampaignImpl [id=1451426377, reachImps=4860, dayStart=4, dayEnd=8, targetSegment=[OLD, HIGH_INCOME], videoCoef=2.6527225585942484, mobileCoef=2.138826706988371, budgetMillis=0, advertiser=null]
03/12 00:45:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for cnn
03/12 00:45:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, HIGH_INCOME], adType=text] to 0.06
03/12 00:45:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, LOW_INCOME, OLD], adType=video] to 0.13987752939800596
03/12 00:45:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, LOW_INCOME], adType=text] to 0.06084130297639862
03/12 00:45:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, LOW_INCOME], adType=video] to 0.061327334847311635
03/12 00:45:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[YOUNG, FEMALE, LOW_INCOME], adType=text] to 0.06118825080730537
03/12 00:45:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[YOUNG, FEMALE, HIGH_INCOME], adType=text] to 0.06302499167010409
