03/12 02:05:00 FINE sim.Admin|Log for simulation 28 started
************************************************************
* Log for simulation 28 started
************************************************************


03/12 02:05:00 INFO sim.TACAdxSimulation|TACAA Simulation 28 is setting up...
03/12 02:05:00 INFO sim.TACAdxSimulation|Created Adx Agent
03/12 02:05:00 INFO sim.TACAdxSimulation|Created Demand Agent
03/12 02:05:00 FINE generators.PopulationUserGenerator|Generated 10000 tau.tac.adx.users.AdxUsers
03/12 02:05:00 FINE sim.ExternalAgent|ibm setup with address adv1
03/12 02:05:00 FINE sim.ExternalAgent|trial1 setup with address adv2
03/12 02:05:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork simulationSetup
03/12 02:05:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-2 simulationSetup
03/12 02:05:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-3 simulationSetup
03/12 02:05:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-4 simulationSetup
03/12 02:05:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-5 simulationSetup
03/12 02:05:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-6 simulationSetup
03/12 02:05:00 INFO publisher.AdxPublisherReportManagerImpl|AdxQueryReportManager created.
03/12 02:05:00 INFO adn.AdNetworkReportManagerImpl|AdxQueryReportManager created.
03/12 02:05:00 INFO agents.DemandAgent|setting up...
03/12 02:05:00 FINE agents.DemandAgent|Finished setup
03/12 02:05:01 INFO sim.Simulation|***** START OF TIME 0 *****
03/12 02:05:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=374970710, reachImps=10490, dayStart=1, dayEnd=5, targetSegment=[OLD, LOW_INCOME], videoCoef=2.5130482552664444, mobileCoef=2.4914581481470464, budgetMillis=10490, advertiser=adv1]
03/12 02:05:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@17fc2c8 event: tau.tac.adx.messages.UserClassificationServiceNotification@5ecfc744
03/12 02:05:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1330619628, reachImps=1657, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, FEMALE], videoCoef=2.266234842455301, mobileCoef=1.7628976198182862, budgetMillis=1657, advertiser=adv2]
03/12 02:05:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@17fc2c8 event: tau.tac.adx.messages.UserClassificationServiceNotification@4cc856e5
03/12 02:05:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=861844534, reachImps=6507, dayStart=1, dayEnd=5, targetSegment=[MALE, OLD], videoCoef=2.993977213218402, mobileCoef=2.4888416050812268, budgetMillis=6507, advertiser=DummyAdnetwork]
03/12 02:05:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@17fc2c8 event: tau.tac.adx.messages.UserClassificationServiceNotification@138bb0fe
03/12 02:05:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=567348903, reachImps=5882, dayStart=1, dayEnd=5, targetSegment=[MALE, YOUNG], videoCoef=2.7506501858516277, mobileCoef=2.1016451011697628, budgetMillis=5882, advertiser=DummyAdnetwork-2]
03/12 02:05:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@17fc2c8 event: tau.tac.adx.messages.UserClassificationServiceNotification@2fa01b06
03/12 02:05:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1763308992, reachImps=9540, dayStart=1, dayEnd=5, targetSegment=[YOUNG, LOW_INCOME], videoCoef=2.784261350217181, mobileCoef=1.996955876344688, budgetMillis=9540, advertiser=DummyAdnetwork-3]
03/12 02:05:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@17fc2c8 event: tau.tac.adx.messages.UserClassificationServiceNotification@27dba45d
03/12 02:05:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=240529975, reachImps=3312, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, MALE], videoCoef=2.316247402893932, mobileCoef=2.0093808215537354, budgetMillis=3312, advertiser=DummyAdnetwork-4]
03/12 02:05:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@17fc2c8 event: tau.tac.adx.messages.UserClassificationServiceNotification@218160d0
03/12 02:05:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=118503125, reachImps=1932, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, YOUNG], videoCoef=2.6201174383301025, mobileCoef=1.9090906782893406, budgetMillis=1932, advertiser=DummyAdnetwork-5]
03/12 02:05:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@17fc2c8 event: tau.tac.adx.messages.UserClassificationServiceNotification@7d139326
03/12 02:05:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1114362169, reachImps=1932, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, YOUNG], videoCoef=2.244394983582463, mobileCoef=1.5478593657680837, budgetMillis=1932, advertiser=DummyAdnetwork-6]
03/12 02:05:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@17fc2c8 event: tau.tac.adx.messages.UserClassificationServiceNotification@6846ae44
03/12 02:05:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@17fc2c8 event: tau.tac.adx.messages.UserClassificationServiceNotification@6ee69b07
03/12 02:05:01 INFO agents.DemandAgent|Day 0 :Notifying new campaign opportunity: CampaignImpl [id=260947806, reachImps=1292, dayStart=2, dayEnd=6, targetSegment=[HIGH_INCOME, MALE, YOUNG], videoCoef=2.05913079711885, mobileCoef=2.2112649903322317, budgetMillis=0, advertiser=null]
03/12 02:05:01 INFO sim.Simulation|***** START OF TIME 0 COMPLETE *****
03/12 02:05:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.13301849669340246 Cmp ID: 260947806 Cmp Bid: 780
03/12 02:05:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.13824173333622652 Cmp ID: 260947806 Cmp Bid: 437
03/12 02:05:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.16984017031624776 Cmp ID: 260947806 Cmp Bid: 1266
03/12 02:05:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.14460393445601152 Cmp ID: 260947806 Cmp Bid: 593
03/12 02:05:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.12103982010093557 Cmp ID: 260947806 Cmp Bid: 819
03/12 02:05:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.12216687855620054 Cmp ID: 260947806 Cmp Bid: 1005
03/12 02:05:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from adv1 : UCS Bid: 0.2 Cmp ID: 260947806 Cmp Bid: 130
03/12 02:05:10 INFO sim.Simulation|***** START OF TIME 1 *****
03/12 02:05:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork
03/12 02:05:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #861844534 at price 6.507
03/12 02:05:10 INFO demand.CampaignImpl|Applied daily limit for campaign #861844534 at price 6.507
03/12 02:05:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-2
03/12 02:05:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #567348903 at price 5.882
03/12 02:05:10 INFO demand.CampaignImpl|Applied daily limit for campaign #567348903 at price 5.882
03/12 02:05:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-3
03/12 02:05:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1763308992 at price 9.54
03/12 02:05:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1763308992 at price 9.54
03/12 02:05:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-4
03/12 02:05:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #240529975 at price 3.312
03/12 02:05:10 INFO demand.CampaignImpl|Applied daily limit for campaign #240529975 at price 3.312
03/12 02:05:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-5
03/12 02:05:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #118503125 at price 1.932
03/12 02:05:10 INFO demand.CampaignImpl|Applied daily limit for campaign #118503125 at price 1.932
03/12 02:05:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-6
03/12 02:05:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1114362169 at price 1.932
03/12 02:05:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1114362169 at price 1.932
03/12 02:05:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: adv2
03/12 02:05:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1330619628 at price 1.657
03/12 02:05:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1330619628 at price 1.657
03/12 02:05:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: adv1
03/12 02:05:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #374970710 at price 10.49
03/12 02:05:10 INFO demand.CampaignImpl|Applied daily limit for campaign #374970710 at price 10.49
03/12 02:05:10 INFO agents.DemandAgent|Day 1 : Auction pending campaign: CampaignImpl [id=260947806, reachImps=1292, dayStart=2, dayEnd=6, targetSegment=[HIGH_INCOME, MALE, YOUNG], videoCoef=2.05913079711885, mobileCoef=2.2112649903322317, budgetMillis=0, advertiser=null]
03/12 02:05:10 FINE agents.DemandAgent|Day 1 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.0DummyAdnetwork-4: 1.0adv2: 1.0DummyAdnetwork-3: 1.0adv1: 1.0DummyAdnetwork-2: 1.0DummyAdnetwork-6: 1.0DummyAdnetwork: 1.0
03/12 02:05:10 FINE agents.DemandAgent|Day 1 :Reporting campaign auction results... CampaignImpl [id=260947806, reachImps=1292, dayStart=2, dayEnd=6, targetSegment=[HIGH_INCOME, MALE, YOUNG], videoCoef=2.05913079711885, mobileCoef=2.2112649903322317, budgetMillis=780, advertiser=DummyAdnetwork]
03/12 02:05:10 FINE agents.DemandAgent|Day 1 :Reporting UCS auction results... DummyAdnetwork-5[efday=1, level=1.0, price=0.0] DummyAdnetwork-4[efday=1, level=1.0, price=0.0] adv2[efday=1, level=1.0, price=0.0] DummyAdnetwork-3[efday=1, level=1.0, price=0.0] adv1[efday=1, level=1.0, price=0.0] DummyAdnetwork-2[efday=1, level=1.0, price=0.0] DummyAdnetwork-6[efday=1, level=1.0, price=0.0] DummyAdnetwork[efday=1, level=1.0, price=0.0] 
03/12 02:05:10 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@17fc2c8 event: tau.tac.adx.messages.UserClassificationServiceNotification@4089cb01
03/12 02:05:10 INFO agents.DemandAgent|Day 1 :Notifying new campaign opportunity: CampaignImpl [id=2004808206, reachImps=40060, dayStart=3, dayEnd=12, targetSegment=[LOW_INCOME], videoCoef=2.360632984489457, mobileCoef=1.8971985988342805, budgetMillis=0, advertiser=null]
03/12 02:05:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for amazon
03/12 02:05:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for tripadvisor
03/12 02:05:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for bestbuy
03/12 02:05:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for yahoo
03/12 02:05:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for weather
03/12 02:05:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for nyt
03/12 02:05:10 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
03/12 02:05:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: adv1 to the event bus
03/12 02:05:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: adv1 to the event bus
03/12 02:05:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: adv2 to the event bus
03/12 02:05:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: adv2 to the event bus
03/12 02:05:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: DummyAdnetwork to the event bus
03/12 02:05:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: DummyAdnetwork to the event bus
03/12 02:05:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: DummyAdnetwork-2 to the event bus
03/12 02:05:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: DummyAdnetwork-2 to the event bus
03/12 02:05:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: DummyAdnetwork-3 to the event bus
03/12 02:05:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: DummyAdnetwork-3 to the event bus
03/12 02:05:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: DummyAdnetwork-4 to the event bus
03/12 02:05:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: DummyAdnetwork-4 to the event bus
03/12 02:05:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: DummyAdnetwork-5 to the event bus
03/12 02:05:10 INFO tracker.AdxBidTrackerImpl|Registered AdxQueryBid for advertiser: DummyAdnetwork-5 to the event bus
03/12 02:05:10 INFO tracker.AdxBidTrackerImpl|Registering AdxQueryBid for advertiser: DummyAdnetwork-6 to the event bus
