07/12 01:55:00 FINE sim.Admin|Log for simulation 95 started
************************************************************
* Log for simulation 95 started
************************************************************


07/12 01:55:00 INFO sim.TACAdxSimulation|TACAA Simulation 95 is setting up...
07/12 01:55:00 INFO sim.TACAdxSimulation|Created Adx Agent
07/12 01:55:00 INFO sim.TACAdxSimulation|Created Demand Agent
07/12 01:55:00 FINE generators.PopulationUserGenerator|Generated 10000 tau.tac.adx.users.AdxUsers
07/12 01:55:00 FINE sim.ExternalAgent|sample setup with address adv1
07/12 01:55:00 FINE sim.ExternalAgent|agent00 setup with address adv2
07/12 01:55:00 FINE sim.ExternalAgent|bcm setup with address adv3
07/12 01:55:00 FINE sim.ExternalAgent|oos setup with address adv4
07/12 01:55:00 FINE sim.ExternalAgent|giza setup with address adv5
07/12 01:55:00 FINE sim.ExternalAgent|nitzan setup with address adv6
07/12 01:55:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork simulationSetup
07/12 01:55:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-2 simulationSetup
07/12 01:55:00 INFO publisher.AdxPublisherReportManagerImpl|AdxQueryReportManager created.
07/12 01:55:00 INFO adn.AdNetworkReportManagerImpl|AdxQueryReportManager created.
07/12 01:55:00 INFO agents.DemandAgent|setting up...
07/12 01:55:00 FINE agents.DemandAgent|Finished setup
07/12 01:55:00 INFO server.TACTChannel|user ibm logged in as ibm@tact-7 with version 0.9.6 from 127.0.0.1
07/12 01:55:00 INFO sim.Admin|created simulation 107
07/12 01:55:01 INFO sim.Simulation|***** START OF TIME 0 *****
07/12 01:55:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=457284698, reachImps=5590, dayStart=1, dayEnd=5, targetSegment=[FEMALE, YOUNG], videoCoef=2.8523661361405046, mobileCoef=1.6179992218463424, budgetMillis=5590, advertiser=adv1]
07/12 01:55:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4dc80a6c event: tau.tac.adx.messages.UserClassificationServiceNotification@231bda1e
07/12 01:55:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=724444981, reachImps=6507, dayStart=1, dayEnd=5, targetSegment=[MALE, OLD], videoCoef=2.034040595388241, mobileCoef=2.104473594933507, budgetMillis=6507, advertiser=adv2]
07/12 01:55:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4dc80a6c event: tau.tac.adx.messages.UserClassificationServiceNotification@702a2f46
07/12 01:55:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=2101137477, reachImps=3037, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, OLD], videoCoef=2.24133365786171, mobileCoef=2.029356533455146, budgetMillis=3037, advertiser=adv3]
07/12 01:55:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4dc80a6c event: tau.tac.adx.messages.UserClassificationServiceNotification@a2ed6
07/12 01:55:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1514649197, reachImps=3037, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, OLD], videoCoef=2.979543610505958, mobileCoef=1.5287326238199017, budgetMillis=3037, advertiser=adv4]
07/12 01:55:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4dc80a6c event: tau.tac.adx.messages.UserClassificationServiceNotification@7b36f27c
07/12 01:55:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1620294567, reachImps=3312, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, MALE], videoCoef=2.5796592020345344, mobileCoef=2.3790473854864027, budgetMillis=3312, advertiser=adv5]
07/12 01:55:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@4dc80a6c event: tau.tac.adx.messages.UserClassificationServiceNotification@31be55fd
