04/12 10:45:00 FINE sim.Admin|Log for simulation 62 started
************************************************************
* Log for simulation 62 started
************************************************************


04/12 10:45:00 INFO sim.TACAdxSimulation|TACAA Simulation 62 is setting up...
04/12 10:45:00 INFO sim.TACAdxSimulation|Created Adx Agent
04/12 10:45:00 INFO sim.TACAdxSimulation|Created Demand Agent
04/12 10:45:00 FINE generators.PopulationUserGenerator|Generated 10000 tau.tac.adx.users.AdxUsers
04/12 10:45:00 FINE sim.ExternalAgent|trial1 setup with address adv1
04/12 10:45:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork simulationSetup
04/12 10:45:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-2 simulationSetup
04/12 10:45:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-3 simulationSetup
04/12 10:45:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-4 simulationSetup
04/12 10:45:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-5 simulationSetup
04/12 10:45:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-6 simulationSetup
04/12 10:45:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-7 simulationSetup
04/12 10:45:00 INFO publisher.AdxPublisherReportManagerImpl|AdxQueryReportManager created.
04/12 10:45:00 INFO adn.AdNetworkReportManagerImpl|AdxQueryReportManager created.
04/12 10:45:00 INFO agents.DemandAgent|setting up...
04/12 10:45:00 FINE agents.DemandAgent|Finished setup
04/12 10:45:00 INFO sim.Simulation|***** START OF TIME 0 *****
04/12 10:45:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=581372531, reachImps=9077, dayStart=1, dayEnd=5, targetSegment=[LOW_INCOME, MALE], videoCoef=2.4856997097802758, mobileCoef=2.295282679259058, budgetMillis=9077, advertiser=adv1]
04/12 10:45:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@127b3a11 event: tau.tac.adx.messages.UserClassificationServiceNotification@2c60f057
04/12 10:45:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=677339395, reachImps=3037, dayStart=1, dayEnd=5, targetSegment=[OLD, HIGH_INCOME], videoCoef=2.7198943446488015, mobileCoef=1.5050309700751296, budgetMillis=3037, advertiser=DummyAdnetwork]
04/12 10:45:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@127b3a11 event: tau.tac.adx.messages.UserClassificationServiceNotification@6d5dfa6c
04/12 10:45:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=2008252710, reachImps=5590, dayStart=1, dayEnd=5, targetSegment=[FEMALE, YOUNG], videoCoef=2.2089784119817732, mobileCoef=1.9717508877378616, budgetMillis=5590, advertiser=DummyAdnetwork-2]
04/12 10:45:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@127b3a11 event: tau.tac.adx.messages.UserClassificationServiceNotification@5cfa35cf
04/12 10:45:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=268308522, reachImps=1932, dayStart=1, dayEnd=5, targetSegment=[YOUNG, HIGH_INCOME], videoCoef=2.2940502735208095, mobileCoef=1.5497367279211223, budgetMillis=1932, advertiser=DummyAdnetwork-3]
04/12 10:45:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@127b3a11 event: tau.tac.adx.messages.UserClassificationServiceNotification@d720523
04/12 10:45:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1721962266, reachImps=9077, dayStart=1, dayEnd=5, targetSegment=[LOW_INCOME, MALE], videoCoef=2.080923223443875, mobileCoef=2.1000456054914176, budgetMillis=9077, advertiser=DummyAdnetwork-4]
04/12 10:45:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@127b3a11 event: tau.tac.adx.messages.UserClassificationServiceNotification@6b7a1a4c
04/12 10:45:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=351942729, reachImps=5882, dayStart=1, dayEnd=5, targetSegment=[MALE, YOUNG], videoCoef=2.980930795747884, mobileCoef=1.8047721737409714, budgetMillis=5882, advertiser=DummyAdnetwork-5]
04/12 10:45:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@127b3a11 event: tau.tac.adx.messages.UserClassificationServiceNotification@93c7ce8
04/12 10:45:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=2006542602, reachImps=5590, dayStart=1, dayEnd=5, targetSegment=[FEMALE, YOUNG], videoCoef=2.430913741282059, mobileCoef=1.5946480441087152, budgetMillis=5590, advertiser=DummyAdnetwork-6]
04/12 10:45:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@127b3a11 event: tau.tac.adx.messages.UserClassificationServiceNotification@4c0aa5cf
04/12 10:45:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=167244919, reachImps=10490, dayStart=1, dayEnd=5, targetSegment=[LOW_INCOME, OLD], videoCoef=2.9668505011589685, mobileCoef=2.1301379307465007, budgetMillis=10490, advertiser=DummyAdnetwork-7]
04/12 10:45:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@127b3a11 event: tau.tac.adx.messages.UserClassificationServiceNotification@6346129d
04/12 10:45:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@127b3a11 event: tau.tac.adx.messages.UserClassificationServiceNotification@5fabf6c6
04/12 10:45:00 INFO agents.DemandAgent|Day 0 :Notifying new campaign opportunity: CampaignImpl [id=1175847969, reachImps=20030, dayStart=2, dayEnd=6, targetSegment=[LOW_INCOME], videoCoef=2.500055728870757, mobileCoef=2.390681544508115, budgetMillis=0, advertiser=null]
04/12 10:45:00 INFO sim.Simulation|***** START OF TIME 0 COMPLETE *****
04/12 10:45:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.16928470051277283 Cmp ID: 1175847969 Cmp Bid: 1685
04/12 10:45:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.19538579991562036 Cmp ID: 1175847969 Cmp Bid: 14446
04/12 10:45:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.11821250928985196 Cmp ID: 1175847969 Cmp Bid: 16110
04/12 10:45:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.15138101529789427 Cmp ID: 1175847969 Cmp Bid: 15338
04/12 10:45:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.17257118881420663 Cmp ID: 1175847969 Cmp Bid: 11467
04/12 10:45:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.17470736353398492 Cmp ID: 1175847969 Cmp Bid: 11451
04/12 10:45:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.16470581779201798 Cmp ID: 1175847969 Cmp Bid: 13960
04/12 10:45:10 INFO sim.Simulation|***** START OF TIME 1 *****
04/12 10:45:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork
04/12 10:45:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #677339395 at price 3.037
04/12 10:45:10 INFO demand.CampaignImpl|Applied daily limit for campaign #677339395 at price 3.037
04/12 10:45:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-2
04/12 10:45:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #2008252710 at price 5.59
04/12 10:45:10 INFO demand.CampaignImpl|Applied daily limit for campaign #2008252710 at price 5.59
04/12 10:45:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-3
04/12 10:45:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #268308522 at price 1.932
04/12 10:45:10 INFO demand.CampaignImpl|Applied daily limit for campaign #268308522 at price 1.932
04/12 10:45:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-4
04/12 10:45:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1721962266 at price 9.077
04/12 10:45:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1721962266 at price 9.077
04/12 10:45:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-5
04/12 10:45:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #351942729 at price 5.882
04/12 10:45:10 INFO demand.CampaignImpl|Applied daily limit for campaign #351942729 at price 5.882
04/12 10:45:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-6
04/12 10:45:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #2006542602 at price 5.59
04/12 10:45:10 INFO demand.CampaignImpl|Applied daily limit for campaign #2006542602 at price 5.59
04/12 10:45:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-7
04/12 10:45:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #167244919 at price 10.49
04/12 10:45:10 INFO demand.CampaignImpl|Applied daily limit for campaign #167244919 at price 10.49
04/12 10:45:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: adv1
04/12 10:45:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #581372531 at price 9.077
04/12 10:45:10 INFO demand.CampaignImpl|Applied daily limit for campaign #581372531 at price 9.077
04/12 10:45:10 INFO agents.DemandAgent|Day 1 : Auction pending campaign: CampaignImpl [id=1175847969, reachImps=20030, dayStart=2, dayEnd=6, targetSegment=[LOW_INCOME], videoCoef=2.500055728870757, mobileCoef=2.390681544508115, budgetMillis=0, advertiser=null]
04/12 10:45:10 FINE agents.DemandAgent|Day 1 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.0DummyAdnetwork-4: 1.0DummyAdnetwork-3: 1.0adv1: 1.0DummyAdnetwork-2: 1.0DummyAdnetwork-7: 1.0DummyAdnetwork-6: 1.0DummyAdnetwork: 1.0
04/12 10:45:10 FINE agents.DemandAgent|Day 1 :Reporting campaign auction results... CampaignImpl [id=1175847969, reachImps=20030, dayStart=2, dayEnd=6, targetSegment=[LOW_INCOME], videoCoef=2.500055728870757, mobileCoef=2.390681544508115, budgetMillis=16110, advertiser=DummyAdnetwork-3]
04/12 10:45:10 FINE agents.DemandAgent|Day 1 :Reporting UCS auction results... DummyAdnetwork-5[efday=1, level=1.0, price=0.0] DummyAdnetwork-4[efday=1, level=1.0, price=0.0] DummyAdnetwork-3[efday=1, level=1.0, price=0.0] adv1[efday=1, level=1.0, price=0.0] DummyAdnetwork-2[efday=1, level=1.0, price=0.0] DummyAdnetwork-7[efday=1, level=1.0, price=0.0] DummyAdnetwork-6[efday=1, level=1.0, price=0.0] DummyAdnetwork[efday=1, level=1.0, price=0.0] 
04/12 10:45:10 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@127b3a11 event: tau.tac.adx.messages.UserClassificationServiceNotification@2368fdcf
04/12 10:45:10 INFO agents.DemandAgent|Day 1 :Notifying new campaign opportunity: CampaignImpl [id=1428800143, reachImps=256, dayStart=3, dayEnd=7, targetSegment=[FEMALE, YOUNG, HIGH_INCOME], videoCoef=2.0507402647492383, mobileCoef=1.7526563252347478, budgetMillis=0, advertiser=null]
04/12 10:45:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for tripadvisor
04/12 10:45:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[OLD, FEMALE, HIGH_INCOME], adType=video] to 0.0074826972937222045
04/12 10:45:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, HIGH_INCOME], adType=video] to 2.2533369377722806E-4
04/12 10:45:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[LOW_INCOME, MALE, YOUNG], adType=text] to 6.520089492466551E-4
04/12 10:45:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[LOW_INCOME, OLD, MALE], adType=video] to 7.731997134610615E-5
04/12 10:45:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[LOW_INCOME, OLD, FEMALE], adType=text] to 0.019292623682872108
04/12 10:45:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[LOW_INCOME, OLD, MALE], adType=text] to 8.567351180057182E-5
04/12 10:45:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, HIGH_INCOME], adType=text] to 1.1427230481486862E-4
04/12 10:45:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, HIGH_INCOME], adType=video] to 6.045603655467248E-5
04/12 10:45:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[OLD, FEMALE, HIGH_INCOME], adType=text] to 0.007090021975707464
04/12 10:45:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, HIGH_INCOME], adType=text] to 2.8279354040812205E-5
04/12 10:45:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[LOW_INCOME, OLD, FEMALE], adType=video] to 0.01104988562580797
04/12 10:45:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[OLD, MALE, HIGH_INCOME], adType=video] to 1.854545440089861E-4
04/12 10:45:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[LOW_INCOME, FEMALE, YOUNG], adType=video] to 1.3752750840725393E-6
04/12 10:45:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[OLD, MALE, HIGH_INCOME], adType=text] to 0.0018648876635632972
04/12 10:45:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[LOW_INCOME, FEMALE, YOUNG], adType=text] to 2.9771829014879305E-6
04/12 10:45:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[LOW_INCOME, MALE, YOUNG], adType=video] to 5.865549764211349E-4
04/12 10:45:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for cnn
04/12 10:45:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, HIGH_INCOME], adType=video] to 0.001284607611185617
04/12 10:45:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[OLD, FEMALE, HIGH_INCOME], adType=video] to 0.00579120592105169
04/12 10:45:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[LOW_INCOME, MALE, YOUNG], adType=text] to 7.923001521824989E-4
04/12 10:45:10 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[LOW_INCOME, OLD, MALE], adType=video] to 8.680305182711723E-5
