07/12 00:22:00 FINE sim.Admin|Log for simulation 87 started
************************************************************
* Log for simulation 87 started
************************************************************


07/12 00:22:00 INFO sim.TACAdxSimulation|TACAA Simulation 87 is setting up...
07/12 00:22:00 INFO sim.TACAdxSimulation|Created Adx Agent
07/12 00:22:00 INFO sim.TACAdxSimulation|Created Demand Agent
07/12 00:22:00 FINE generators.PopulationUserGenerator|Generated 10000 tau.tac.adx.users.AdxUsers
07/12 00:22:00 FINE sim.ExternalAgent|sample setup with address adv1
07/12 00:22:00 FINE sim.ExternalAgent|agent00 setup with address adv2
07/12 00:22:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork simulationSetup
07/12 00:22:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-2 simulationSetup
07/12 00:22:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-3 simulationSetup
07/12 00:22:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-4 simulationSetup
07/12 00:22:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-5 simulationSetup
07/12 00:22:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-6 simulationSetup
07/12 00:22:00 INFO publisher.AdxPublisherReportManagerImpl|AdxQueryReportManager created.
07/12 00:22:00 INFO adn.AdNetworkReportManagerImpl|AdxQueryReportManager created.
07/12 00:22:00 INFO agents.DemandAgent|setting up...
07/12 00:22:00 FINE agents.DemandAgent|Finished setup
07/12 00:22:00 INFO sim.Simulation|***** START OF TIME 0 *****
07/12 00:22:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=219616884, reachImps=7020, dayStart=1, dayEnd=5, targetSegment=[FEMALE, OLD], videoCoef=2.63207590451917, mobileCoef=1.7657160882356109, budgetMillis=7020, advertiser=adv1]
07/12 00:22:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@63a17933 event: tau.tac.adx.messages.UserClassificationServiceNotification@3d0e9a6
07/12 00:22:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=133135620, reachImps=6507, dayStart=1, dayEnd=5, targetSegment=[MALE, OLD], videoCoef=2.46891782548912, mobileCoef=2.2490325539665417, budgetMillis=6507, advertiser=adv2]
07/12 00:22:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@63a17933 event: tau.tac.adx.messages.UserClassificationServiceNotification@42ede39d
07/12 00:22:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=2013063426, reachImps=5590, dayStart=1, dayEnd=5, targetSegment=[FEMALE, YOUNG], videoCoef=2.9338233512620766, mobileCoef=1.518916589731231, budgetMillis=5590, advertiser=DummyAdnetwork]
07/12 00:22:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@63a17933 event: tau.tac.adx.messages.UserClassificationServiceNotification@7365a382
07/12 00:22:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=262076343, reachImps=6507, dayStart=1, dayEnd=5, targetSegment=[MALE, OLD], videoCoef=2.8076866650905155, mobileCoef=1.6141395452917782, budgetMillis=6507, advertiser=DummyAdnetwork-2]
07/12 00:22:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@63a17933 event: tau.tac.adx.messages.UserClassificationServiceNotification@22c21cd2
07/12 00:22:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=853955953, reachImps=5590, dayStart=1, dayEnd=5, targetSegment=[FEMALE, YOUNG], videoCoef=2.5495950471578315, mobileCoef=1.6352017221172437, budgetMillis=5590, advertiser=DummyAdnetwork-3]
07/12 00:22:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@63a17933 event: tau.tac.adx.messages.UserClassificationServiceNotification@6cc1891c
07/12 00:22:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=345700476, reachImps=10490, dayStart=1, dayEnd=5, targetSegment=[LOW_INCOME, OLD], videoCoef=2.661762069671819, mobileCoef=1.7815476381512672, budgetMillis=10490, advertiser=DummyAdnetwork-4]
07/12 00:22:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@63a17933 event: tau.tac.adx.messages.UserClassificationServiceNotification@268c42b1
07/12 00:22:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=641844940, reachImps=7020, dayStart=1, dayEnd=5, targetSegment=[FEMALE, OLD], videoCoef=2.3430129874067473, mobileCoef=1.724090998146531, budgetMillis=7020, advertiser=DummyAdnetwork-5]
07/12 00:22:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@63a17933 event: tau.tac.adx.messages.UserClassificationServiceNotification@46282271
07/12 00:22:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=87194576, reachImps=1932, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, YOUNG], videoCoef=2.8358918959866157, mobileCoef=2.3235052982430062, budgetMillis=1932, advertiser=DummyAdnetwork-6]
07/12 00:22:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@63a17933 event: tau.tac.adx.messages.UserClassificationServiceNotification@416f380d
07/12 00:22:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@63a17933 event: tau.tac.adx.messages.UserClassificationServiceNotification@6930e14a
07/12 00:22:00 INFO agents.DemandAgent|Day 0 :Notifying new campaign opportunity: CampaignImpl [id=1854700983, reachImps=1325, dayStart=2, dayEnd=6, targetSegment=[HIGH_INCOME, MALE], videoCoef=2.3573284622070405, mobileCoef=2.4690138501447483, budgetMillis=0, advertiser=null]
07/12 00:22:00 INFO sim.Simulation|***** START OF TIME 0 COMPLETE *****
07/12 00:22:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.11067176601955311 Cmp ID: 1854700983 Cmp Bid: 42
07/12 00:22:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.1704019164555051 Cmp ID: 1854700983 Cmp Bid: 256
07/12 00:22:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.10354941228762894 Cmp ID: 1854700983 Cmp Bid: 678
07/12 00:22:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.1902248188738216 Cmp ID: 1854700983 Cmp Bid: 169
07/12 00:22:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.11354140431121924 Cmp ID: 1854700983 Cmp Bid: 199
07/12 00:22:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.15776526375862826 Cmp ID: 1854700983 Cmp Bid: 249
