04/12 10:20:00 FINE sim.Admin|Log for simulation 59 started
************************************************************
* Log for simulation 59 started
************************************************************


04/12 10:20:00 INFO sim.TACAdxSimulation|TACAA Simulation 59 is setting up...
04/12 10:20:00 INFO sim.TACAdxSimulation|Created Adx Agent
04/12 10:20:00 INFO sim.TACAdxSimulation|Created Demand Agent
04/12 10:20:00 FINE generators.PopulationUserGenerator|Generated 10000 tau.tac.adx.users.AdxUsers
04/12 10:20:00 FINE sim.ExternalAgent|trial1 setup with address adv1
04/12 10:20:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork simulationSetup
04/12 10:20:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-2 simulationSetup
04/12 10:20:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-3 simulationSetup
04/12 10:20:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-4 simulationSetup
04/12 10:20:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-5 simulationSetup
04/12 10:20:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-6 simulationSetup
04/12 10:20:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-7 simulationSetup
04/12 10:20:00 INFO publisher.AdxPublisherReportManagerImpl|AdxQueryReportManager created.
04/12 10:20:00 INFO adn.AdNetworkReportManagerImpl|AdxQueryReportManager created.
04/12 10:20:00 INFO agents.DemandAgent|setting up...
04/12 10:20:00 FINE agents.DemandAgent|Finished setup
04/12 10:20:00 INFO sim.Simulation|***** START OF TIME 0 *****
04/12 10:20:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1655986615, reachImps=7020, dayStart=1, dayEnd=5, targetSegment=[OLD, FEMALE], videoCoef=2.804889911954954, mobileCoef=1.8164879415494801, budgetMillis=7020, advertiser=adv1]
04/12 10:20:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@6638cf8a event: tau.tac.adx.messages.UserClassificationServiceNotification@6c73bb91
04/12 10:20:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1749824199, reachImps=9077, dayStart=1, dayEnd=5, targetSegment=[MALE, LOW_INCOME], videoCoef=2.7478227313710764, mobileCoef=2.457057663138531, budgetMillis=9077, advertiser=DummyAdnetwork]
04/12 10:20:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@6638cf8a event: tau.tac.adx.messages.UserClassificationServiceNotification@2d4eb1aa
04/12 10:20:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1836526677, reachImps=1932, dayStart=1, dayEnd=5, targetSegment=[YOUNG, HIGH_INCOME], videoCoef=2.3381122715816844, mobileCoef=2.313381604879666, budgetMillis=1932, advertiser=DummyAdnetwork-2]
04/12 10:20:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@6638cf8a event: tau.tac.adx.messages.UserClassificationServiceNotification@1c29bd59
04/12 10:20:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=368737809, reachImps=10952, dayStart=1, dayEnd=5, targetSegment=[LOW_INCOME, FEMALE], videoCoef=2.6797088804202427, mobileCoef=2.4596298508916083, budgetMillis=10952, advertiser=DummyAdnetwork-3]
04/12 10:20:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@6638cf8a event: tau.tac.adx.messages.UserClassificationServiceNotification@4d614ee5
04/12 10:20:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=429967000, reachImps=6507, dayStart=1, dayEnd=5, targetSegment=[OLD, MALE], videoCoef=2.5240406439153946, mobileCoef=1.6358351155434518, budgetMillis=6507, advertiser=DummyAdnetwork-4]
04/12 10:20:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@6638cf8a event: tau.tac.adx.messages.UserClassificationServiceNotification@48b27380
04/12 10:20:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=251565681, reachImps=9540, dayStart=1, dayEnd=5, targetSegment=[YOUNG, LOW_INCOME], videoCoef=2.77929501489474, mobileCoef=2.4656270547278383, budgetMillis=9540, advertiser=DummyAdnetwork-5]
04/12 10:20:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@6638cf8a event: tau.tac.adx.messages.UserClassificationServiceNotification@492ff72d
04/12 10:20:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1453616278, reachImps=10952, dayStart=1, dayEnd=5, targetSegment=[LOW_INCOME, FEMALE], videoCoef=2.9263386233209516, mobileCoef=2.0838901803528995, budgetMillis=10952, advertiser=DummyAdnetwork-6]
04/12 10:20:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@6638cf8a event: tau.tac.adx.messages.UserClassificationServiceNotification@dd13bb1
04/12 10:20:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=2011588964, reachImps=10490, dayStart=1, dayEnd=5, targetSegment=[OLD, LOW_INCOME], videoCoef=2.8504911158544615, mobileCoef=1.7339022065053773, budgetMillis=10490, advertiser=DummyAdnetwork-7]
04/12 10:20:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@6638cf8a event: tau.tac.adx.messages.UserClassificationServiceNotification@41466e2a
04/12 10:20:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@6638cf8a event: tau.tac.adx.messages.UserClassificationServiceNotification@34f37a48
04/12 10:20:00 INFO agents.DemandAgent|Day 0 :Notifying new campaign opportunity: CampaignImpl [id=813417428, reachImps=22464, dayStart=2, dayEnd=11, targetSegment=[OLD, FEMALE], videoCoef=2.1918063128490504, mobileCoef=2.1983032196956716, budgetMillis=0, advertiser=null]
04/12 10:20:00 INFO sim.Simulation|***** START OF TIME 0 COMPLETE *****
04/12 10:20:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.1360440507791818 Cmp ID: 813417428 Cmp Bid: 6597
04/12 10:20:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.16618872372070434 Cmp ID: 813417428 Cmp Bid: 12760
04/12 10:20:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.1528476930959115 Cmp ID: 813417428 Cmp Bid: 15381
04/12 10:20:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.17127413077045106 Cmp ID: 813417428 Cmp Bid: 17580
04/12 10:20:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.18935775618772033 Cmp ID: 813417428 Cmp Bid: 18708
04/12 10:20:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.17826688938558694 Cmp ID: 813417428 Cmp Bid: 14199
04/12 10:20:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.18267648065775605 Cmp ID: 813417428 Cmp Bid: 12011
04/12 10:20:10 INFO sim.Simulation|***** START OF TIME 1 *****
04/12 10:20:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork
04/12 10:20:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1749824199 at price 9.077
04/12 10:20:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1749824199 at price 9.077
